month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0738
2,1,0.0844
3,1,0.0922
4,1,0.095
5,1,0.0922
6,1,0.0844
7,1,0.0738
8,1,0.0632
9,1,0.0555
10,1,0.0526
11,1,0.0555
12,1,0.0632
1,2,0.0728
2,2,0.0834
3,2,0.0911
4,2,0.094
5,2,0.0911
6,2,0.0834
7,2,0.0728
8,2,0.0622
9,2,0.0544
10,2,0.0516
11,2,0.0544
12,2,0.0622
1,3,0.0711
2,3,0.0817
3,3,0.0895
4,3,0.0923
5,3,0.0895
6,3,0.0817
7,3,0.0711
8,3,0.0605
9,3,0.0527
10,3,0.0499
11,3,0.0527
12,3,0.0605
1,4,0.0689
2,4,0.0795
3,4,0.0873
4,4,0.0901
5,4,0.0873
6,4,0.0795
7,4,0.0689
8,4,0.0583
9,4,0.0505
10,4,0.0477
11,4,0.0505
12,4,0.0583
1,5,0.0663
2,5,0.0769
3,5,0.0847
4,5,0.0875
5,5,0.0847
6,5,0.0769
7,5,0.0663
8,5,0.0557
9,5,0.048
10,5,0.0451
11,5,0.048
12,5,0.0557
1,6,0.0636
2,6,0.0742
3,6,0.082
4,6,0.0848
5,6,0.082
6,6,0.0742
7,6,0.0636
8,6,0.053
9,6,0.0452
10,6,0.0424
11,6,0.0452
12,6,0.053
1,7,0.0609
2,7,0.0715
3,7,0.0792
4,7,0.0821
5,7,0.0792
6,7,0.0715
7,7,0.0609
8,7,0.0503
9,7,0.0425
10,7,0.0397
11,7,0.0425
12,7,0.0503
1,8,0.0583
2,8,0.0689
3,8,0.0767
4,8,0.0795
5,8,0.0767
6,8,0.0689
7,8,0.0583
8,8,0.0477
9,8,0.0399
10,8,0.0371
11,8,0.0399
12,8,0.0477
1,9,0.0561
2,9,0.0667
3,9,0.0745
4,9,0.0773
5,9,0.0745
6,9,0.0667
7,9,0.0561
8,9,0.0455
9,9,0.0377
10,9,0.0349
11,9,0.0377
12,9,0.0455
1,10,0.0544
2,10,0.065
3,10,0.0728
4,10,0.0756
5,10,0.0728
6,10,0.065
7,10,0.0544
8,10,0.0438
9,10,0.0361
10,10,0.0332
11,10,0.0361
12,10,0.0438
1,11,0.0534
2,11,0.064
3,11,0.0717
4,11,0.0746
5,11,0.0717
6,11,0.064
7,11,0.0534
8,11,0.0428
9,11,0.035
10,11,0.0322
11,11,0.035
12,11,0.0428
1,12,0.053
2,12,0.0636
3,12,0.0714
4,12,0.0742
5,12,0.0714
6,12,0.0636
7,12,0.053
8,12,0.0424
9,12,0.0346
10,12,0.0318
11,12,0.0346
12,12,0.0424
1,13,0.0534
2,13,0.064
3,13,0.0717
4,13,0.0746
5,13,0.0717
6,13,0.064
7,13,0.0534
8,13,0.0428
9,13,0.035
10,13,0.0322
11,13,0.035
12,13,0.0428
1,14,0.0544
2,14,0.065
3,14,0.0728
4,14,0.0756
5,14,0.0728
6,14,0.065
7,14,0.0544
8,14,0.0438
9,14,0.0361
10,14,0.0332
11,14,0.0361
12,14,0.0438
1,15,0.0561
2,15,0.0667
3,15,0.0745
4,15,0.0773
5,15,0.0745
6,15,0.0667
7,15,0.0561
8,15,0.0455
9,15,0.0377
10,15,0.0349
11,15,0.0377
12,15,0.0455
1,16,0.0583
2,16,0.0689
3,16,0.0767
4,16,0.0795
5,16,0.0767
6,16,0.0689
7,16,0.0583
8,16,0.0477
9,16,0.0399
10,16,0.0371
11,16,0.0399
12,16,0.0477
1,17,0.0609
2,17,0.0715
3,17,0.0792
4,17,0.0821
5,17,0.0792
6,17,0.0715
7,17,0.0609
8,17,0.0503
9,17,0.0425
10,17,0.0397
11,17,0.0425
12,17,0.0503
1,18,0.0636
2,18,0.0742
3,18,0.082
4,18,0.0848
5,18,0.082
6,18,0.0742
7,18,0.0636
8,18,0.053
9,18,0.0452
10,18,0.0424
11,18,0.0452
12,18,0.053
1,19,0.0663
2,19,0.0769
3,19,0.0847
4,19,0.0875
5,19,0.0847
6,19,0.0769
7,19,0.0663
8,19,0.0557
9,19,0.048
10,19,0.0451
11,19,0.048
12,19,0.0557
1,20,0.0689
2,20,0.0795
3,20,0.0873
4,20,0.0901
5,20,0.0873
6,20,0.0795
7,20,0.0689
8,20,0.0583
9,20,0.0505
10,20,0.0477
11,20,0.0505
12,20,0.0583
1,21,0.0711
2,21,0.0817
3,21,0.0895
4,21,0.0923
5,21,0.0895
6,21,0.0817
7,21,0.0711
8,21,0.0605
9,21,0.0527
10,21,0.0499
11,21,0.0527
12,21,0.0605
1,22,0.0728
2,22,0.0834
3,22,0.0911
4,22,0.094
5,22,0.0911
6,22,0.0834
7,22,0.0728
8,22,0.0622
9,22,0.0544
10,22,0.0516
11,22,0.0544
12,22,0.0622
1,23,0.0738
2,23,0.0844
3,23,0.0922
4,23,0.095
5,23,0.0922
6,23,0.0844
7,23,0.0738
8,23,0.0632
9,23,0.0555
10,23,0.0526
11,23,0.0555
12,23,0.0632
