month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0633
2,1,0.0747
3,1,0.083
4,1,0.0861
5,1,0.083
6,1,0.0747
7,1,0.0633
8,1,0.052
9,1,0.0436
10,1,0.0406
11,1,0.0436
12,1,0.052
1,2,0.0622
2,2,0.0736
3,2,0.0819
4,2,0.085
5,2,0.0819
6,2,0.0736
7,2,0.0622
8,2,0.0509
9,2,0.0425
10,2,0.0395
11,2,0.0425
12,2,0.0509
1,3,0.0605
2,3,0.0719
3,3,0.0802
4,3,0.0833
5,3,0.0802
6,3,0.0719
7,3,0.0605
8,3,0.0491
9,3,0.0408
10,3,0.0378
11,3,0.0408
12,3,0.0491
1,4,0.0582
2,4,0.0696
3,4,0.0779
4,4,0.081
5,4,0.0779
6,4,0.0696
7,4,0.0582
8,4,0.0469
9,4,0.0385
10,4,0.0355
11,4,0.0385
12,4,0.0469
1,5,0.0556
2,5,0.067
3,5,0.0753
4,5,0.0784
5,5,0.0753
6,5,0.067
7,5,0.0556
8,5,0.0442
9,5,0.0359
10,5,0.0329
11,5,0.0359
12,5,0.0442
1,6,0.0528
2,6,0.0642
3,6,0.0725
4,6,0.0755
5,6,0.0725
6,6,0.0642
7,6,0.0528
8,6,0.0414
9,6,0.0331
10,6,0.03
11,6,0.0331
12,6,0.0414
1,7,0.05
2,7,0.0613
3,7,0.0697
4,7,0.0727
5,7,0.0697
6,7,0.0613
7,7,0.05
8,7,0.0386
9,7,0.0303
10,7,0.0272
11,7,0.0303
12,7,0.0386
1,8,0.0473
2,8,0.0587
3,8,0.067
4,8,0.0701
5,8,0.067
6,8,0.0587
7,8,0.0473
8,8,0.0359
9,8,0.0276
10,8,0.0246
11,8,0.0276
12,8,0.0359
1,9,0.0451
2,9,0.0564
3,9,0.0648
4,9,0.0678
5,9,0.0648
6,9,0.0564
7,9,0.0451
8,9,0.0337
9,9,0.0254
10,9,0.0223
11,9,0.0254
12,9,0.0337
1,10,0.0433
2,10,0.0547
3,10,0.063
4,10,0.0661
5,10,0.063
6,10,0.0547
7,10,0.0433
8,10,0.0319
9,10,0.0236
10,10,0.0206
11,10,0.0236
12,10,0.0319
1,11,0.0422
2,11,0.0536
3,11,0.0619
4,11,0.065
5,11,0.0619
6,11,0.0536
7,11,0.0422
8,11,0.0309
9,11,0.0225
10,11,0.0195
11,11,0.0225
12,11,0.0309
1,12,0.0419
2,12,0.0532
3,12,0.0616
4,12,0.0646
5,12,0.0616
6,12,0.0532
7,12,0.0419
8,12,0.0305
9,12,0.0222
10,12,0.0191
11,12,0.0222
12,12,0.0305
1,13,0.0422
2,13,0.0536
3,13,0.0619
4,13,0.065
5,13,0.0619
6,13,0.0536
7,13,0.0422
8,13,0.0309
9,13,0.0225
10,13,0.0195
11,13,0.0225
12,13,0.0309
1,14,0.0433
2,14,0.0547
3,14,0.063
4,14,0.0661
5,14,0.063
6,14,0.0547
7,14,0.0433
8,14,0.0319
9,14,0.0236
10,14,0.0206
11,14,0.0236
12,14,0.0319
1,15,0.0451
2,15,0.0564
3,15,0.0648
4,15,0.0678
5,15,0.0648
6,15,0.0564
7,15,0.0451
8,15,0.0337
9,15,0.0254
10,15,0.0223
11,15,0.0254
12,15,0.0337
1,16,0.0473
2,16,0.0587
3,16,0.067
4,16,0.0701
5,16,0.067
6,16,0.0587
7,16,0.0473
8,16,0.0359
9,16,0.0276
10,16,0.0246
11,16,0.0276
12,16,0.0359
1,17,0.05
2,17,0.0613
3,17,0.0697
4,17,0.0727
5,17,0.0697
6,17,0.0613
7,17,0.05
8,17,0.0386
9,17,0.0303
10,17,0.0272
11,17,0.0303
12,17,0.0386
1,18,0.0528
2,18,0.0642
3,18,0.0725
4,18,0.0755
5,18,0.0725
6,18,0.0642
7,18,0.0528
8,18,0.0414
9,18,0.0331
10,18,0.03
11,18,0.0331
12,18,0.0414
1,19,0.0556
2,19,0.067
3,19,0.0753
4,19,0.0784
5,19,0.0753
6,19,0.067
7,19,0.0556
8,19,0.0442
9,19,0.0359
10,19,0.0329
11,19,0.0359
12,19,0.0442
1,20,0.0582
2,20,0.0696
3,20,0.0779
4,20,0.081
5,20,0.0779
6,20,0.0696
7,20,0.0582
8,20,0.0469
9,20,0.0385
10,20,0.0355
11,20,0.0385
12,20,0.0469
1,21,0.0605
2,21,0.0719
3,21,0.0802
4,21,0.0833
5,21,0.0802
6,21,0.0719
7,21,0.0605
8,21,0.0491
9,21,0.0408
10,21,0.0378
11,21,0.0408
12,21,0.0491
1,22,0.0622
2,22,0.0736
3,22,0.0819
4,22,0.085
5,22,0.0819
6,22,0.0736
7,22,0.0622
8,22,0.0509
9,22,0.0425
10,22,0.0395
11,22,0.0425
12,22,0.0509
1,23,0.0633
2,23,0.0747
3,23,0.083
4,23,0.0861
5,23,0.083
6,23,0.0747
7,23,0.0633
8,23,0.052
9,23,0.0436
10,23,0.0406
11,23,0.0436
12,23,0.052
