month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0683
2,1,0.0781
3,1,0.0852
4,1,0.0879
5,1,0.0852
6,1,0.0781
7,1,0.0683
8,1,0.0585
9,1,0.0513
10,1,0.0487
11,1,0.0513
12,1,0.0585
1,2,0.0673
2,2,0.0771
3,2,0.0843
4,2,0.0869
5,2,0.0843
6,2,0.0771
7,2,0.0673
8,2,0.0575
9,2,0.0503
10,2,0.0477
11,2,0.0503
12,2,0.0575
1,3,0.0657
2,3,0.0755
3,3,0.0827
4,3,0.0853
5,3,0.0827
6,3,0.0755
7,3,0.0657
8,3,0.0559
9,3,0.0488
10,3,0.0461
11,3,0.0488
12,3,0.0559
1,4,0.0637
2,4,0.0735
3,4,0.0807
4,4,0.0833
5,4,0.0807
6,4,0.0735
7,4,0.0637
8,4,0.0539
9,4,0.0467
10,4,0.0441
11,4,0.0467
12,4,0.0539
1,5,0.0613
2,5,0.0711
3,5,0.0783
4,5,0.0809
5,5,0.0783
6,5,0.0711
7,5,0.0613
8,5,0.0515
9,5,0.0444
10,5,0.0417
11,5,0.0444
12,5,0.0515
1,6,0.0588
2,6,0.0686
3,6,0.0758
4,6,0.0784
5,6,0.0758
6,6,0.0686
7,6,0.0588
8,6,0.049
9,6,0.0418
10,6,0.0392
11,6,0.0418
12,6,0.049
1,7,0.0563
2,7,0.0661
3,7,0.0732
4,7,0.0759
5,7,0.0732
6,7,0.0661
7,7,0.0563
8,7,0.0465
9,7,0.0393
10,7,0.0367
11,7,0.0393
12,7,0.0465
1,8,0.0539
2,8,0.0637
3,8,0.0709
4,8,0.0735
5,8,0.0709
6,8,0.0637
7,8,0.0539
8,8,0.0441
9,8,0.0369
10,8,0.0343
11,8,0.0369
12,8,0.0441
1,9,0.0519
2,9,0.0617
3,9,0.0688
4,9,0.0715
5,9,0.0688
6,9,0.0617
7,9,0.0519
8,9,0.0421
9,9,0.0349
10,9,0.0323
11,9,0.0349
12,9,0.0421
1,10,0.0503
2,10,0.0601
3,10,0.0673
4,10,0.0699
5,10,0.0673
6,10,0.0601
7,10,0.0503
8,10,0.0405
9,10,0.0333
10,10,0.0307
11,10,0.0333
12,10,0.0405
1,11,0.0493
2,11,0.0591
3,11,0.0663
4,11,0.0689
5,11,0.0663
6,11,0.0591
7,11,0.0493
8,11,0.0395
9,11,0.0324
10,11,0.0297
11,11,0.0324
12,11,0.0395
1,12,0.049
2,12,0.0588
3,12,0.066
4,12,0.0686
5,12,0.066
6,12,0.0588
7,12,0.049
8,12,0.0392
9,12,0.032
10,12,0.0294
11,12,0.032
12,12,0.0392
1,13,0.0493
2,13,0.0591
3,13,0.0663
4,13,0.0689
5,13,0.0663
6,13,0.0591
7,13,0.0493
8,13,0.0395
9,13,0.0324
10,13,0.0297
11,13,0.0324
12,13,0.0395
1,14,0.0503
2,14,0.0601
3,14,0.0673
4,14,0.0699
5,14,0.0673
6,14,0.0601
7,14,0.0503
8,14,0.0405
9,14,0.0333
10,14,0.0307
11,14,0.0333
12,14,0.0405
1,15,0.0519
2,15,0.0617
3,15,0.0688
4,15,0.0715
5,15,0.0688
6,15,0.0617
7,15,0.0519
8,15,0.0421
9,15,0.0349
10,15,0.0323
11,15,0.0349
12,15,0.0421
1,16,0.0539
2,16,0.0637
3,16,0.0709
4,16,0.0735
5,16,0.0709
6,16,0.0637
7,16,0.0539
8,16,0.0441
9,16,0.0369
10,16,0.0343
11,16,0.0369
12,16,0.0441
1,17,0.0563
2,17,0.0661
3,17,0.0732
4,17,0.0759
5,17,0.0732
6,17,0.0661
7,17,0.0563
8,17,0.0465
9,17,0.0393
10,17,0.0367
11,17,0.0393
12,17,0.0465
1,18,0.0588
2,18,0.0686
3,18,0.0758
4,18,0.0784
5,18,0.0758
6,18,0.0686
7,18,0.0588
8,18,0.049
9,18,0.0418
10,18,0.0392
11,18,0.0418
12,18,0.049
1,19,0.0613
2,19,0.0711
3,19,0.0783
4,19,0.0809
5,19,0.0783
6,19,0.0711
7,19,0.0613
8,19,0.0515
9,19,0.0444
10,19,0.0417
11,19,0.0444
12,19,0.0515
1,20,0.0637
2,20,0.0735
3,20,0.0807
4,20,0.0833
5,20,0.0807
6,20,0.0735
7,20,0.0637
8,20,0.0539
9,20,0.0467
10,20,0.0441
11,20,0.0467
12,20,0.0539
1,21,0.0657
2,21,0.0755
3,21,0.0827
4,21,0.0853
5,21,0.0827
6,21,0.0755
7,21,0.0657
8,21,0.0559
9,21,0.0488
10,21,0.0461
11,21,0.0488
12,21,0.0559
1,22,0.0673
2,22,0.0771
3,22,0.0843
4,22,0.0869
5,22,0.0843
6,22,0.0771
7,22,0.0673
8,22,0.0575
9,22,0.0503
10,22,0.0477
11,22,0.0503
12,22,0.0575
1,23,0.0683
2,23,0.0781
3,23,0.0852
4,23,0.0879
5,23,0.0852
6,23,0.0781
7,23,0.0683
8,23,0.0585
9,23,0.0513
10,23,0.0487
11,23,0.0513
12,23,0.0585
