month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0696
2,1,0.0821
3,1,0.0912
4,1,0.0946
5,1,0.0912
6,1,0.0821
7,1,0.0696
8,1,0.0571
9,1,0.0479
10,1,0.0446
11,1,0.0479
12,1,0.0571
1,2,0.0684
2,2,0.0809
3,2,0.09
4,2,0.0934
5,2,0.09
6,2,0.0809
7,2,0.0684
8,2,0.0559
9,2,0.0467
10,2,0.0434
11,2,0.0467
12,2,0.0559
1,3,0.0665
2,3,0.079
3,3,0.0881
4,3,0.0915
5,3,0.0881
6,3,0.079
7,3,0.0665
8,3,0.054
9,3,0.0448
10,3,0.0415
11,3,0.0448
12,3,0.054
1,4,0.064
2,4,0.0765
3,4,0.0857
4,4,0.089
5,4,0.0857
6,4,0.0765
7,4,0.064
8,4,0.0515
9,4,0.0423
10,4,0.039
11,4,0.0423
12,4,0.0515
1,5,0.0611
2,5,0.0736
3,5,0.0828
4,5,0.0861
5,5,0.0828
6,5,0.0736
7,5,0.0611
8,5,0.0486
9,5,0.0395
10,5,0.0361
11,5,0.0395
12,5,0.0486
1,6,0.058
2,6,0.0705
3,6,0.0797
4,6,0.083
5,6,0.0797
6,6,0.0705
7,6,0.058
8,6,0.0455
9,6,0.0363
10,6,0.033
11,6,0.0363
12,6,0.0455
1,7,0.0549
2,7,0.0674
3,7,0.0765
4,7,0.0799
5,7,0.0765
6,7,0.0674
7,7,0.0549
8,7,0.0424
9,7,0.0332
10,7,0.0299
11,7,0.0332
12,7,0.0424
1,8,0.052
2,8,0.0645
3,8,0.0737
4,8,0.077
5,8,0.0737
6,8,0.0645
7,8,0.052
8,8,0.0395
9,8,0.0303
10,8,0.027
11,8,0.0303
12,8,0.0395
1,9,0.0495
2,9,0.062
3,9,0.0712
4,9,0.0745
5,9,0.0712
6,9,0.062
7,9,0.0495
8,9,0.037
9,9,0.0279
10,9,0.0245
11,9,0.0279
12,9,0.037
1,10,0.0476
2,10,0.0601
3,10,0.0693
4,10,0.0726
5,10,0.0693
6,10,0.0601
7,10,0.0476
8,10,0.0351
9,10,0.026
10,10,0.0226
11,10,0.026
12,10,0.0351
1,11,0.0464
2,11,0.0589
3,11,0.0681
4,11,0.0714
5,11,0.0681
6,11,0.0589
7,11,0.0464
8,11,0.0339
9,11,0.0248
10,11,0.0214
11,11,0.0248
12,11,0.0339
1,12,0.046
2,12,0.0585
3,12,0.0677
4,12,0.071
5,12,0.0677
6,12,0.0585
7,12,0.046
8,12,0.0335
9,12,0.0243
10,12,0.021
11,12,0.0243
12,12,0.0335
1,13,0.0464
2,13,0.0589
3,13,0.0681
4,13,0.0714
5,13,0.0681
6,13,0.0589
7,13,0.0464
8,13,0.0339
9,13,0.0248
10,13,0.0214
11,13,0.0248
12,13,0.0339
1,14,0.0476
2,14,0.0601
3,14,0.0693
4,14,0.0726
5,14,0.0693
6,14,0.0601
7,14,0.0476
8,14,0.0351
9,14,0.026
10,14,0.0226
11,14,0.026
12,14,0.0351
1,15,0.0495
2,15,0.062
3,15,0.0712
4,15,0.0745
5,15,0.0712
6,15,0.062
7,15,0.0495
8,15,0.037
9,15,0.0279
10,15,0.0245
11,15,0.0279
12,15,0.037
1,16,0.052
2,16,0.0645
3,16,0.0737
4,16,0.077
5,16,0.0737
6,16,0.0645
7,16,0.052
8,16,0.0395
9,16,0.0303
10,16,0.027
11,16,0.0303
12,16,0.0395
1,17,0.0549
2,17,0.0674
3,17,0.0765
4,17,0.0799
5,17,0.0765
6,17,0.0674
7,17,0.0549
8,17,0.0424
9,17,0.0332
10,17,0.0299
11,17,0.0332
12,17,0.0424
1,18,0.058
2,18,0.0705
3,18,0.0797
4,18,0.083
5,18,0.0797
6,18,0.0705
7,18,0.058
8,18,0.0455
9,18,0.0363
10,18,0.033
11,18,0.0363
12,18,0.0455
1,19,0.0611
2,19,0.0736
3,19,0.0828
4,19,0.0861
5,19,0.0828
6,19,0.0736
7,19,0.0611
8,19,0.0486
9,19,0.0395
10,19,0.0361
11,19,0.0395
12,19,0.0486
1,20,0.064
2,20,0.0765
3,20,0.0857
4,20,0.089
5,20,0.0857
6,20,0.0765
7,20,0.064
8,20,0.0515
9,20,0.0423
10,20,0.039
11,20,0.0423
12,20,0.0515
1,21,0.0665
2,21,0.079
3,21,0.0881
4,21,0.0915
5,21,0.0881
6,21,0.079
7,21,0.0665
8,21,0.054
9,21,0.0448
10,21,0.0415
11,21,0.0448
12,21,0.054
1,22,0.0684
2,22,0.0809
3,22,0.09
4,22,0.0934
5,22,0.09
6,22,0.0809
7,22,0.0684
8,22,0.0559
9,22,0.0467
10,22,0.0434
11,22,0.0467
12,22,0.0559
1,23,0.0696
2,23,0.0821
3,23,0.0912
4,23,0.0946
5,23,0.0912
6,23,0.0821
7,23,0.0696
8,23,0.0571
9,23,0.0479
10,23,0.0446
11,23,0.0479
12,23,0.0571
