month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0717
2,1,0.0846
3,1,0.094
4,1,0.0974
5,1,0.094
6,1,0.0846
7,1,0.0717
8,1,0.0588
9,1,0.0494
10,1,0.0459
11,1,0.0494
12,1,0.0588
1,2,0.0704
2,2,0.0833
3,2,0.0927
4,2,0.0962
5,2,0.0927
6,2,0.0833
7,2,0.0704
8,2,0.0576
9,2,0.0481
10,2,0.0447
11,2,0.0481
12,2,0.0576
1,3,0.0685
2,3,0.0814
3,3,0.0908
4,3,0.0942
5,3,0.0908
6,3,0.0814
7,3,0.0685
8,3,0.0556
9,3,0.0462
10,3,0.0427
11,3,0.0462
12,3,0.0556
1,4,0.0659
2,4,0.0788
3,4,0.0882
4,4,0.0917
5,4,0.0882
6,4,0.0788
7,4,0.0659
8,4,0.053
9,4,0.0436
10,4,0.0402
11,4,0.0436
12,4,0.053
1,5,0.0629
2,5,0.0758
3,5,0.0852
4,5,0.0887
5,5,0.0852
6,5,0.0758
7,5,0.0629
8,5,0.0501
9,5,0.0406
10,5,0.0372
11,5,0.0406
12,5,0.0501
1,6,0.0597
2,6,0.0726
3,6,0.082
4,6,0.0855
5,6,0.082
6,6,0.0726
7,6,0.0597
8,6,0.0469
9,6,0.0374
10,6,0.034
11,6,0.0374
12,6,0.0469
1,7,0.0565
2,7,0.0694
3,7,0.0788
4,7,0.0823
5,7,0.0788
6,7,0.0694
7,7,0.0565
8,7,0.0437
9,7,0.0342
10,7,0.0308
11,7,0.0342
12,7,0.0437
1,8,0.0536
2,8,0.0664
3,8,0.0759
4,8,0.0793
5,8,0.0759
6,8,0.0664
7,8,0.0536
8,8,0.0407
9,8,0.0313
10,8,0.0278
11,8,0.0313
12,8,0.0407
1,9,0.051
2,9,0.0639
3,9,0.0733
4,9,0.0768
5,9,0.0733
6,9,0.0639
7,9,0.051
8,9,0.0381
9,9,0.0287
10,9,0.0253
11,9,0.0287
12,9,0.0381
1,10,0.049
2,10,0.0619
3,10,0.0713
4,10,0.0748
5,10,0.0713
6,10,0.0619
7,10,0.049
8,10,0.0362
9,10,0.0267
10,10,0.0233
11,10,0.0267
12,10,0.0362
1,11,0.0478
2,11,0.0607
3,11,0.0701
4,11,0.0736
5,11,0.0701
6,11,0.0607
7,11,0.0478
8,11,0.0349
9,11,0.0255
10,11,0.0221
11,11,0.0255
12,11,0.0349
1,12,0.0474
2,12,0.0603
3,12,0.0697
4,12,0.0731
5,12,0.0697
6,12,0.0603
7,12,0.0474
8,12,0.0345
9,12,0.0251
10,12,0.0216
11,12,0.0251
12,12,0.0345
1,13,0.0478
2,13,0.0607
3,13,0.0701
4,13,0.0736
5,13,0.0701
6,13,0.0607
7,13,0.0478
8,13,0.0349
9,13,0.0255
10,13,0.0221
11,13,0.0255
12,13,0.0349
1,14,0.049
2,14,0.0619
3,14,0.0713
4,14,0.0748
5,14,0.0713
6,14,0.0619
7,14,0.049
8,14,0.0362
9,14,0.0267
10,14,0.0233
11,14,0.0267
12,14,0.0362
1,15,0.051
2,15,0.0639
3,15,0.0733
4,15,0.0768
5,15,0.0733
6,15,0.0639
7,15,0.051
8,15,0.0381
9,15,0.0287
10,15,0.0253
11,15,0.0287
12,15,0.0381
1,16,0.0536
2,16,0.0664
3,16,0.0759
4,16,0.0793
5,16,0.0759
6,16,0.0664
7,16,0.0536
8,16,0.0407
9,16,0.0313
10,16,0.0278
11,16,0.0313
12,16,0.0407
1,17,0.0565
2,17,0.0694
3,17,0.0788
4,17,0.0823
5,17,0.0788
6,17,0.0694
7,17,0.0565
8,17,0.0437
9,17,0.0342
10,17,0.0308
11,17,0.0342
12,17,0.0437
1,18,0.0597
2,18,0.0726
3,18,0.082
4,18,0.0855
5,18,0.082
6,18,0.0726
7,18,0.0597
8,18,0.0469
9,18,0.0374
10,18,0.034
11,18,0.0374
12,18,0.0469
1,19,0.0629
2,19,0.0758
3,19,0.0852
4,19,0.0887
5,19,0.0852
6,19,0.0758
7,19,0.0629
8,19,0.0501
9,19,0.0406
10,19,0.0372
11,19,0.0406
12,19,0.0501
1,20,0.0659
2,20,0.0788
3,20,0.0882
4,20,0.0917
5,20,0.0882
6,20,0.0788
7,20,0.0659
8,20,0.053
9,20,0.0436
10,20,0.0402
11,20,0.0436
12,20,0.053
1,21,0.0685
2,21,0.0814
3,21,0.0908
4,21,0.0942
5,21,0.0908
6,21,0.0814
7,21,0.0685
8,21,0.0556
9,21,0.0462
10,21,0.0427
11,21,0.0462
12,21,0.0556
1,22,0.0704
2,22,0.0833
3,22,0.0927
4,22,0.0962
5,22,0.0927
6,22,0.0833
7,22,0.0704
8,22,0.0576
9,22,0.0481
10,22,0.0447
11,22,0.0481
12,22,0.0576
1,23,0.0717
2,23,0.0846
3,23,0.094
4,23,0.0974
5,23,0.094
6,23,0.0846
7,23,0.0717
8,23,0.0588
9,23,0.0494
10,23,0.0459
11,23,0.0494
12,23,0.0588
