month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0654
2,1,0.0772
3,1,0.0858
4,1,0.0889
5,1,0.0858
6,1,0.0772
7,1,0.0654
8,1,0.0537
9,1,0.0451
10,1,0.0419
11,1,0.0451
12,1,0.0537
1,2,0.0643
2,2,0.076
3,2,0.0846
4,2,0.0878
5,2,0.0846
6,2,0.076
7,2,0.0643
8,2,0.0525
9,2,0.0439
10,2,0.0408
11,2,0.0439
12,2,0.0525
1,3,0.0625
2,3,0.0742
3,3,0.0828
4,3,0.086
5,3,0.0828
6,3,0.0742
7,3,0.0625
8,3,0.0507
9,3,0.0421
10,3,0.039
11,3,0.0421
12,3,0.0507
1,4,0.0602
2,4,0.0719
3,4,0.0805
4,4,0.0837
5,4,0.0805
6,4,0.0719
7,4,0.0602
8,4,0.0484
9,4,0.0398
10,4,0.0367
11,4,0.0398
12,4,0.0484
1,5,0.0574
2,5,0.0692
3,5,0.0778
4,5,0.0809
5,5,0.0778
6,5,0.0692
7,5,0.0574
8,5,0.0457
9,5,0.0371
10,5,0.0339
11,5,0.0371
12,5,0.0457
1,6,0.0545
2,6,0.0663
3,6,0.0749
4,6,0.078
5,6,0.0749
6,6,0.0663
7,6,0.0545
8,6,0.0428
9,6,0.0342
10,6,0.031
11,6,0.0342
12,6,0.0428
1,7,0.0516
2,7,0.0634
3,7,0.072
4,7,0.0751
5,7,0.072
6,7,0.0634
7,7,0.0516
8,7,0.0399
9,7,0.0312
10,7,0.0281
11,7,0.0312
12,7,0.0399
1,8,0.0489
2,8,0.0606
3,8,0.0692
4,8,0.0724
5,8,0.0692
6,8,0.0606
7,8,0.0489
8,8,0.0371
9,8,0.0285
10,8,0.0254
11,8,0.0285
12,8,0.0371
1,9,0.0465
2,9,0.0583
3,9,0.0669
4,9,0.07
5,9,0.0669
6,9,0.0583
7,9,0.0465
8,9,0.0348
9,9,0.0262
10,9,0.023
11,9,0.0262
12,9,0.0348
1,10,0.0448
2,10,0.0565
3,10,0.0651
4,10,0.0683
5,10,0.0651
6,10,0.0565
7,10,0.0448
8,10,0.033
9,10,0.0244
10,10,0.0213
11,10,0.0244
12,10,0.033
1,11,0.0436
2,11,0.0554
3,11,0.064
4,11,0.0671
5,11,0.064
6,11,0.0554
7,11,0.0436
8,11,0.0319
9,11,0.0233
10,11,0.0201
11,11,0.0233
12,11,0.0319
1,12,0.0432
2,12,0.055
3,12,0.0636
4,12,0.0667
5,12,0.0636
6,12,0.055
7,12,0.0432
8,12,0.0315
9,12,0.0229
10,12,0.0197
11,12,0.0229
12,12,0.0315
1,13,0.0436
2,13,0.0554
3,13,0.064
4,13,0.0671
5,13,0.064
6,13,0.0554
7,13,0.0436
8,13,0.0319
9,13,0.0233
10,13,0.0201
11,13,0.0233
12,13,0.0319
1,14,0.0448
2,14,0.0565
3,14,0.0651
4,14,0.0683
5,14,0.0651
6,14,0.0565
7,14,0.0448
8,14,0.033
9,14,0.0244
10,14,0.0213
11,14,0.0244
12,14,0.033
1,15,0.0465
2,15,0.0583
3,15,0.0669
4,15,0.07
5,15,0.0669
6,15,0.0583
7,15,0.0465
8,15,0.0348
9,15,0.0262
10,15,0.023
11,15,0.0262
12,15,0.0348
1,16,0.0489
2,16,0.0606
3,16,0.0692
4,16,0.0724
5,16,0.0692
6,16,0.0606
7,16,0.0489
8,16,0.0371
9,16,0.0285
10,16,0.0254
11,16,0.0285
12,16,0.0371
1,17,0.0516
2,17,0.0634
3,17,0.072
4,17,0.0751
5,17,0.072
6,17,0.0634
7,17,0.0516
8,17,0.0399
9,17,0.0312
10,17,0.0281
11,17,0.0312
12,17,0.0399
1,18,0.0545
2,18,0.0663
3,18,0.0749
4,18,0.078
5,18,0.0749
6,18,0.0663
7,18,0.0545
8,18,0.0428
9,18,0.0342
10,18,0.031
11,18,0.0342
12,18,0.0428
1,19,0.0574
2,19,0.0692
3,19,0.0778
4,19,0.0809
5,19,0.0778
6,19,0.0692
7,19,0.0574
8,19,0.0457
9,19,0.0371
10,19,0.0339
11,19,0.0371
12,19,0.0457
1,20,0.0602
2,20,0.0719
3,20,0.0805
4,20,0.0837
5,20,0.0805
6,20,0.0719
7,20,0.0602
8,20,0.0484
9,20,0.0398
10,20,0.0367
11,20,0.0398
12,20,0.0484
1,21,0.0625
2,21,0.0742
3,21,0.0828
4,21,0.086
5,21,0.0828
6,21,0.0742
7,21,0.0625
8,21,0.0507
9,21,0.0421
10,21,0.039
11,21,0.0421
12,21,0.0507
1,22,0.0643
2,22,0.076
3,22,0.0846
4,22,0.0878
5,22,0.0846
6,22,0.076
7,22,0.0643
8,22,0.0525
9,22,0.0439
10,22,0.0408
11,22,0.0439
12,22,0.0525
1,23,0.0654
2,23,0.0772
3,23,0.0858
4,23,0.0889
5,23,0.0858
6,23,0.0772
7,23,0.0654
8,23,0.0537
9,23,0.0451
10,23,0.0419
11,23,0.0451
12,23,0.0537
