month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0659
2,1,0.0764
3,1,0.0841
4,1,0.0869
5,1,0.0841
6,1,0.0764
7,1,0.0659
8,1,0.0554
9,1,0.0477
10,1,0.0449
11,1,0.0477
12,1,0.0554
1,2,0.065
2,2,0.0755
3,2,0.0832
4,2,0.086
5,2,0.0832
6,2,0.0755
7,2,0.065
8,2,0.0545
9,2,0.0468
10,2,0.044
11,2,0.0468
12,2,0.0545
1,3,0.0637
2,3,0.0742
3,3,0.0819
4,3,0.0847
5,3,0.0819
6,3,0.0742
7,3,0.0637
8,3,0.0532
9,3,0.0455
10,3,0.0427
11,3,0.0455
12,3,0.0532
1,4,0.062
2,4,0.0725
3,4,0.0801
4,4,0.083
5,4,0.0801
6,4,0.0725
7,4,0.062
8,4,0.0514
9,4,0.0438
10,4,0.041
11,4,0.0438
12,4,0.0514
1,5,0.0599
2,5,0.0704
3,5,0.0781
4,5,0.0809
5,5,0.0781
6,5,0.0704
7,5,0.0599
8,5,0.0494
9,5,0.0417
10,5,0.0389
11,5,0.0417
12,5,0.0494
1,6,0.0578
2,6,0.0682
3,6,0.0759
4,6,0.0788
5,6,0.0759
6,6,0.0682
7,6,0.0578
8,6,0.0472
9,6,0.0396
10,6,0.0368
11,6,0.0396
12,6,0.0472
1,7,0.0556
2,7,0.0661
3,7,0.0738
4,7,0.0766
5,7,0.0738
6,7,0.0661
7,7,0.0556
8,7,0.0451
9,7,0.0374
10,7,0.0346
11,7,0.0374
12,7,0.0451
1,8,0.0536
2,8,0.0641
3,8,0.0717
4,8,0.0745
5,8,0.0717
6,8,0.0641
7,8,0.0536
8,8,0.0431
9,8,0.0354
10,8,0.0326
11,8,0.0354
12,8,0.043
1,9,0.0518
2,9,0.0623
3,9,0.07
4,9,0.0728
5,9,0.07
6,9,0.0623
7,9,0.0518
8,9,0.0413
9,9,0.0336
10,9,0.0308
11,9,0.0336
12,9,0.0413
1,10,0.0505
2,10,0.061
3,10,0.0687
4,10,0.0715
5,10,0.0687
6,10,0.061
7,10,0.0505
8,10,0.04
9,10,0.0323
10,10,0.0295
11,10,0.0323
12,10,0.04
1,11,0.0496
2,11,0.0601
3,11,0.0678
4,11,0.0706
5,11,0.0678
6,11,0.0601
7,11,0.0496
8,11,0.0391
9,11,0.0314
10,11,0.0286
11,11,0.0314
12,11,0.0391
1,12,0.0494
2,12,0.0599
3,12,0.0675
4,12,0.0704
5,12,0.0675
6,12,0.0599
7,12,0.0494
8,12,0.0388
9,12,0.0312
10,12,0.0284
11,12,0.0312
12,12,0.0388
1,13,0.0496
2,13,0.0601
3,13,0.0678
4,13,0.0706
5,13,0.0678
6,13,0.0601
7,13,0.0496
8,13,0.0391
9,13,0.0314
10,13,0.0286
11,13,0.0314
12,13,0.0391
1,14,0.0505
2,14,0.061
3,14,0.0687
4,14,0.0715
5,14,0.0687
6,14,0.061
7,14,0.0505
8,14,0.04
9,14,0.0323
10,14,0.0295
11,14,0.0323
12,14,0.04
1,15,0.0518
2,15,0.0623
3,15,0.07
4,15,0.0728
5,15,0.07
6,15,0.0623
7,15,0.0518
8,15,0.0413
9,15,0.0336
10,15,0.0308
11,15,0.0336
12,15,0.0413
1,16,0.0536
2,16,0.064
3,16,0.0717
4,16,0.0745
5,16,0.0717
6,16,0.064
7,16,0.0536
8,16,0.043
9,16,0.0354
10,16,0.0326
11,16,0.0354
12,16,0.043
1,17,0.0556
2,17,0.0661
3,17,0.0738
4,17,0.0766
5,17,0.0738
6,17,0.0661
7,17,0.0556
8,17,0.0451
9,17,0.0374
10,17,0.0346
11,17,0.0374
12,17,0.0451
1,18,0.0578
2,18,0.0682
3,18,0.0759
4,18,0.0788
5,18,0.0759
6,18,0.0682
7,18,0.0578
8,18,0.0472
9,18,0.0396
10,18,0.0368
11,18,0.0396
12,18,0.0472
1,19,0.0599
2,19,0.0704
3,19,0.0781
4,19,0.0809
5,19,0.0781
6,19,0.0704
7,19,0.0599
8,19,0.0494
9,19,0.0417
10,19,0.0389
11,19,0.0417
12,19,0.0494
1,20,0.062
2,20,0.0725
3,20,0.0801
4,20,0.083
5,20,0.0801
6,20,0.0725
7,20,0.062
8,20,0.0514
9,20,0.0438
10,20,0.041
11,20,0.0438
12,20,0.0514
1,21,0.0637
2,21,0.0742
3,21,0.0819
4,21,0.0847
5,21,0.0819
6,21,0.0742
7,21,0.0637
8,21,0.0532
9,21,0.0455
10,21,0.0427
11,21,0.0455
12,21,0.0532
1,22,0.065
2,22,0.0755
3,22,0.0832
4,22,0.086
5,22,0.0832
6,22,0.0755
7,22,0.065
8,22,0.0545
9,22,0.0468
10,22,0.044
11,22,0.0468
12,22,0.0545
1,23,0.0659
2,23,0.0764
3,23,0.0841
4,23,0.0869
5,23,0.0841
6,23,0.0764
7,23,0.0659
8,23,0.0554
9,23,0.0477
10,23,0.0449
11,23,0.0477
12,23,0.0554
