month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0711
2,1,0.0813
3,1,0.0887
4,1,0.0915
5,1,0.0887
6,1,0.0813
7,1,0.0711
8,1,0.0609
9,1,0.0534
10,1,0.0507
11,1,0.0534
12,1,0.0609
1,2,0.07
2,2,0.0802
3,2,0.0877
4,2,0.0904
5,2,0.0877
6,2,0.0802
7,2,0.07
8,2,0.0598
9,2,0.0524
10,2,0.0496
11,2,0.0524
12,2,0.0598
1,3,0.0684
2,3,0.0786
3,3,0.0861
4,3,0.0888
5,3,0.0861
6,3,0.0786
7,3,0.0684
8,3,0.0582
9,3,0.0507
10,3,0.048
11,3,0.0507
12,3,0.0582
1,4,0.0663
2,4,0.0765
3,4,0.084
4,4,0.0867
5,4,0.084
6,4,0.0765
7,4,0.0663
8,4,0.0561
9,4,0.0486
10,4,0.0459
11,4,0.0486
12,4,0.0561
1,5,0.0638
2,5,0.074
3,5,0.0815
4,5,0.0842
5,5,0.0815
6,5,0.074
7,5,0.0638
8,5,0.0536
9,5,0.0462
10,5,0.0434
11,5,0.0462
12,5,0.0536
1,6,0.0612
2,6,0.0714
3,6,0.0789
4,6,0.0816
5,6,0.0789
6,6,0.0714
7,6,0.0612
8,6,0.051
9,6,0.0435
10,6,0.0408
11,6,0.0435
12,6,0.051
1,7,0.0586
2,7,0.0688
3,7,0.0762
4,7,0.079
5,7,0.0762
6,7,0.0688
7,7,0.0586
8,7,0.0484
9,7,0.0409
10,7,0.0382
11,7,0.0409
12,7,0.0484
1,8,0.0561
2,8,0.0663
3,8,0.0738
4,8,0.0765
5,8,0.0738
6,8,0.0663
7,8,0.0561
8,8,0.0459
9,8,0.0384
10,8,0.0357
11,8,0.0384
12,8,0.0459
1,9,0.054
2,9,0.0642
3,9,0.0717
4,9,0.0744
5,9,0.0717
6,9,0.0642
7,9,0.054
8,9,0.0438
9,9,0.0363
10,9,0.0336
11,9,0.0363
12,9,0.0438
1,10,0.0524
2,10,0.0626
3,10,0.07
4,10,0.0728
5,10,0.07
6,10,0.0626
7,10,0.0524
8,10,0.0422
9,10,0.0347
10,10,0.032
11,10,0.0347
12,10,0.0422
1,11,0.0513
2,11,0.0615
3,11,0.069
4,11,0.0717
5,11,0.069
6,11,0.0615
7,11,0.0513
8,11,0.0411
9,11,0.0337
10,11,0.0309
11,11,0.0337
12,11,0.0411
1,12,0.051
2,12,0.0612
3,12,0.0687
4,12,0.0714
5,12,0.0687
6,12,0.0612
7,12,0.051
8,12,0.0408
9,12,0.0333
10,12,0.0306
11,12,0.0333
12,12,0.0408
1,13,0.0513
2,13,0.0615
3,13,0.069
4,13,0.0717
5,13,0.069
6,13,0.0615
7,13,0.0513
8,13,0.0411
9,13,0.0337
10,13,0.0309
11,13,0.0337
12,13,0.0411
1,14,0.0524
2,14,0.0626
3,14,0.07
4,14,0.0728
5,14,0.07
6,14,0.0626
7,14,0.0524
8,14,0.0422
9,14,0.0347
10,14,0.032
11,14,0.0347
12,14,0.0422
1,15,0.054
2,15,0.0642
3,15,0.0717
4,15,0.0744
5,15,0.0717
6,15,0.0642
7,15,0.054
8,15,0.0438
9,15,0.0363
10,15,0.0336
11,15,0.0363
12,15,0.0438
1,16,0.0561
2,16,0.0663
3,16,0.0738
4,16,0.0765
5,16,0.0738
6,16,0.0663
7,16,0.0561
8,16,0.0459
9,16,0.0384
10,16,0.0357
11,16,0.0384
12,16,0.0459
1,17,0.0586
2,17,0.0688
3,17,0.0762
4,17,0.079
5,17,0.0762
6,17,0.0688
7,17,0.0586
8,17,0.0484
9,17,0.0409
10,17,0.0382
11,17,0.0409
12,17,0.0484
1,18,0.0612
2,18,0.0714
3,18,0.0789
4,18,0.0816
5,18,0.0789
6,18,0.0714
7,18,0.0612
8,18,0.051
9,18,0.0435
10,18,0.0408
11,18,0.0435
12,18,0.051
1,19,0.0638
2,19,0.074
3,19,0.0815
4,19,0.0842
5,19,0.0815
6,19,0.074
7,19,0.0638
8,19,0.0536
9,19,0.0462
10,19,0.0434
11,19,0.0462
12,19,0.0536
1,20,0.0663
2,20,0.0765
3,20,0.084
4,20,0.0867
5,20,0.084
6,20,0.0765
7,20,0.0663
8,20,0.0561
9,20,0.0486
10,20,0.0459
11,20,0.0486
12,20,0.0561
1,21,0.0684
2,21,0.0786
3,21,0.0861
4,21,0.0888
5,21,0.0861
6,21,0.0786
7,21,0.0684
8,21,0.0582
9,21,0.0507
10,21,0.048
11,21,0.0507
12,21,0.0582
1,22,0.07
2,22,0.0802
3,22,0.0877
4,22,0.0904
5,22,0.0877
6,22,0.0802
7,22,0.07
8,22,0.0598
9,22,0.0524
10,22,0.0496
11,22,0.0524
12,22,0.0598
1,23,0.0711
2,23,0.0813
3,23,0.0887
4,23,0.0915
5,23,0.0887
6,23,0.0813
7,23,0.0711
8,23,0.0609
9,23,0.0534
10,23,0.0507
11,23,0.0534
12,23,0.0609
