month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0613
2,1,0.0701
3,1,0.0765
4,1,0.0789
5,1,0.0765
6,1,0.0701
7,1,0.0613
8,1,0.0525
9,1,0.0461
10,1,0.0437
11,1,0.0461
12,1,0.0525
1,2,0.0604
2,2,0.0692
3,2,0.0757
4,2,0.078
5,2,0.0757
6,2,0.0692
7,2,0.0604
8,2,0.0516
9,2,0.0452
10,2,0.0428
11,2,0.0452
12,2,0.0516
1,3,0.059
2,3,0.0678
3,3,0.0743
4,3,0.0766
5,3,0.0743
6,3,0.0678
7,3,0.059
8,3,0.0502
9,3,0.0438
10,3,0.0414
11,3,0.0438
12,3,0.0502
1,4,0.0572
2,4,0.066
3,4,0.0724
4,4,0.0748
5,4,0.0724
6,4,0.066
7,4,0.0572
8,4,0.0484
9,4,0.042
10,4,0.0396
11,4,0.042
12,4,0.0484
1,5,0.0551
2,5,0.0639
3,5,0.0703
4,5,0.0727
5,5,0.0703
6,5,0.0639
7,5,0.0551
8,5,0.0463
9,5,0.0398
10,5,0.0375
11,5,0.0398
12,5,0.0463
1,6,0.0528
2,6,0.0616
3,6,0.068
4,6,0.0704
5,6,0.068
6,6,0.0616
7,6,0.0528
8,6,0.044
9,6,0.0376
10,6,0.0352
11,6,0.0376
12,6,0.044
1,7,0.0505
2,7,0.0593
3,7,0.0658
4,7,0.0681
5,7,0.0658
6,7,0.0593
7,7,0.0505
8,7,0.0417
9,7,0.0353
10,7,0.0329
11,7,0.0353
12,7,0.0417
1,8,0.0484
2,8,0.0572
3,8,0.0636
4,8,0.066
5,8,0.0636
6,8,0.0572
7,8,0.0484
8,8,0.0396
9,8,0.0332
10,8,0.0308
11,8,0.0332
12,8,0.0396
1,9,0.0466
2,9,0.0554
3,9,0.0618
4,9,0.0642
5,9,0.0618
6,9,0.0554
7,9,0.0466
8,9,0.0378
9,9,0.0313
10,9,0.029
11,9,0.0313
12,9,0.0378
1,10,0.0452
2,10,0.054
3,10,0.0604
4,10,0.0628
5,10,0.0604
6,10,0.054
7,10,0.0452
8,10,0.0364
9,10,0.0299
10,10,0.0276
11,10,0.0299
12,10,0.0364
1,11,0.0443
2,11,0.0531
3,11,0.0595
4,11,0.0619
5,11,0.0595
6,11,0.0531
7,11,0.0443
8,11,0.0355
9,11,0.0291
10,11,0.0267
11,11,0.0291
12,11,0.0355
1,12,0.044
2,12,0.0528
3,12,0.0592
4,12,0.0616
5,12,0.0592
6,12,0.0528
7,12,0.044
8,12,0.0352
9,12,0.0288
10,12,0.0264
11,12,0.0288
12,12,0.0352
1,13,0.0443
2,13,0.0531
3,13,0.0595
4,13,0.0619
5,13,0.0595
6,13,0.0531
7,13,0.0443
8,13,0.0355
9,13,0.0291
10,13,0.0267
11,13,0.0291
12,13,0.0355
1,14,0.0452
2,14,0.054
3,14,0.0604
4,14,0.0628
5,14,0.0604
6,14,0.054
7,14,0.0452
8,14,0.0364
9,14,0.0299
10,14,0.0276
11,14,0.0299
12,14,0.0364
1,15,0.0466
2,15,0.0554
3,15,0.0618
4,15,0.0642
5,15,0.0618
6,15,0.0554
7,15,0.0466
8,15,0.0378
9,15,0.0313
10,15,0.029
11,15,0.0313
12,15,0.0378
1,16,0.0484
2,16,0.0572
3,16,0.0636
4,16,0.066
5,16,0.0636
6,16,0.0572
7,16,0.0484
8,16,0.0396
9,16,0.0332
10,16,0.0308
11,16,0.0332
12,16,0.0396
1,17,0.0505
2,17,0.0593
3,17,0.0658
4,17,0.0681
5,17,0.0658
6,17,0.0593
7,17,0.0505
8,17,0.0417
9,17,0.0353
10,17,0.0329
11,17,0.0353
12,17,0.0417
1,18,0.0528
2,18,0.0616
3,18,0.068
4,18,0.0704
5,18,0.068
6,18,0.0616
7,18,0.0528
8,18,0.044
9,18,0.0376
10,18,0.0352
11,18,0.0376
12,18,0.044
1,19,0.0551
2,19,0.0639
3,19,0.0703
4,19,0.0727
5,19,0.0703
6,19,0.0639
7,19,0.0551
8,19,0.0463
9,19,0.0398
10,19,0.0375
11,19,0.0398
12,19,0.0463
1,20,0.0572
2,20,0.066
3,20,0.0724
4,20,0.0748
5,20,0.0724
6,20,0.066
7,20,0.0572
8,20,0.0484
9,20,0.042
10,20,0.0396
11,20,0.042
12,20,0.0484
1,21,0.059
2,21,0.0678
3,21,0.0743
4,21,0.0766
5,21,0.0743
6,21,0.0678
7,21,0.059
8,21,0.0502
9,21,0.0438
10,21,0.0414
11,21,0.0438
12,21,0.0502
1,22,0.0604
2,22,0.0692
3,22,0.0757
4,22,0.078
5,22,0.0757
6,22,0.0692
7,22,0.0604
8,22,0.0516
9,22,0.0452
10,22,0.0428
11,22,0.0452
12,22,0.0516
1,23,0.0613
2,23,0.0701
3,23,0.0765
4,23,0.0789
5,23,0.0765
6,23,0.0701
7,23,0.0613
8,23,0.0525
9,23,0.0461
10,23,0.0437
11,23,0.0461
12,23,0.0525
