month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0675
2,1,0.0796
3,1,0.0885
4,1,0.0918
5,1,0.0885
6,1,0.0796
7,1,0.0675
8,1,0.0554
9,1,0.0465
10,1,0.0433
11,1,0.0465
12,1,0.0554
1,2,0.0663
2,2,0.0785
3,2,0.0873
4,2,0.0906
5,2,0.0873
6,2,0.0785
7,2,0.0663
8,2,0.0542
9,2,0.0453
10,2,0.0421
11,2,0.0453
12,2,0.0542
1,3,0.0645
2,3,0.0766
3,3,0.0855
4,3,0.0887
5,3,0.0855
6,3,0.0766
7,3,0.0645
8,3,0.0524
9,3,0.0435
10,3,0.0402
11,3,0.0435
12,3,0.0524
1,4,0.0621
2,4,0.0742
3,4,0.0831
4,4,0.0863
5,4,0.0831
6,4,0.0742
7,4,0.0621
8,4,0.05
9,4,0.0411
10,4,0.0378
11,4,0.0411
12,4,0.05
1,5,0.0593
2,5,0.0714
3,5,0.0803
4,5,0.0835
5,5,0.0803
6,5,0.0714
7,5,0.0593
8,5,0.0471
9,5,0.0383
10,5,0.035
11,5,0.0383
12,5,0.0471
1,6,0.0563
2,6,0.0684
3,6,0.0773
4,6,0.0805
5,6,0.0773
6,6,0.0684
7,6,0.0563
8,6,0.0441
9,6,0.0353
10,6,0.032
11,6,0.0353
12,6,0.0441
1,7,0.0532
2,7,0.0654
3,7,0.0742
4,7,0.0775
5,7,0.0742
6,7,0.0654
7,7,0.0532
8,7,0.0411
9,7,0.0322
10,7,0.029
11,7,0.0322
12,7,0.0411
1,8,0.0504
2,8,0.0626
3,8,0.0714
4,8,0.0747
5,8,0.0714
6,8,0.0626
7,8,0.0504
8,8,0.0383
9,8,0.0294
10,8,0.0262
11,8,0.0294
12,8,0.0383
1,9,0.048
2,9,0.0602
3,9,0.069
4,9,0.0723
5,9,0.069
6,9,0.0602
7,9,0.048
8,9,0.0359
9,9,0.027
10,9,0.0238
11,9,0.027
12,9,0.0359
1,10,0.0462
2,10,0.0583
3,10,0.0672
4,10,0.0704
5,10,0.0672
6,10,0.0583
7,10,0.0462
8,10,0.0341
9,10,0.0252
10,10,0.0219
11,10,0.0252
12,10,0.0341
1,11,0.045
2,11,0.0571
3,11,0.066
4,11,0.0693
5,11,0.066
6,11,0.0571
7,11,0.045
8,11,0.0329
9,11,0.024
10,11,0.0208
11,11,0.024
12,11,0.0329
1,12,0.0446
2,12,0.0567
3,12,0.0656
4,12,0.0689
5,12,0.0656
6,12,0.0567
7,12,0.0446
8,12,0.0325
9,12,0.0236
10,12,0.0204
11,12,0.0236
12,12,0.0325
1,13,0.045
2,13,0.0571
3,13,0.066
4,13,0.0693
5,13,0.066
6,13,0.0571
7,13,0.045
8,13,0.0329
9,13,0.024
10,13,0.0208
11,13,0.024
12,13,0.0329
1,14,0.0462
2,14,0.0583
3,14,0.0672
4,14,0.0704
5,14,0.0672
6,14,0.0583
7,14,0.0462
8,14,0.0341
9,14,0.0252
10,14,0.0219
11,14,0.0252
12,14,0.0341
1,15,0.048
2,15,0.0602
3,15,0.069
4,15,0.0723
5,15,0.069
6,15,0.0602
7,15,0.048
8,15,0.0359
9,15,0.027
10,15,0.0238
11,15,0.027
12,15,0.0359
1,16,0.0504
2,16,0.0626
3,16,0.0714
4,16,0.0747
5,16,0.0714
6,16,0.0626
7,16,0.0504
8,16,0.0383
9,16,0.0294
10,16,0.0262
11,16,0.0294
12,16,0.0383
1,17,0.0532
2,17,0.0654
3,17,0.0742
4,17,0.0775
5,17,0.0742
6,17,0.0654
7,17,0.0532
8,17,0.0411
9,17,0.0322
10,17,0.029
11,17,0.0322
12,17,0.0411
1,18,0.0563
2,18,0.0684
3,18,0.0773
4,18,0.0805
5,18,0.0773
6,18,0.0684
7,18,0.0563
8,18,0.0441
9,18,0.0353
10,18,0.032
11,18,0.0353
12,18,0.0441
1,19,0.0593
2,19,0.0714
3,19,0.0803
4,19,0.0835
5,19,0.0803
6,19,0.0714
7,19,0.0593
8,19,0.0471
9,19,0.0383
10,19,0.035
11,19,0.0383
12,19,0.0471
1,20,0.0621
2,20,0.0742
3,20,0.0831
4,20,0.0863
5,20,0.0831
6,20,0.0742
7,20,0.0621
8,20,0.05
9,20,0.0411
10,20,0.0378
11,20,0.0411
12,20,0.05
1,21,0.0645
2,21,0.0766
3,21,0.0855
4,21,0.0887
5,21,0.0855
6,21,0.0766
7,21,0.0645
8,21,0.0524
9,21,0.0435
10,21,0.0402
11,21,0.0435
12,21,0.0524
1,22,0.0663
2,22,0.0785
3,22,0.0873
4,22,0.0906
5,22,0.0873
6,22,0.0785
7,22,0.0663
8,22,0.0542
9,22,0.0453
10,22,0.0421
11,22,0.0453
12,22,0.0542
1,23,0.0675
2,23,0.0796
3,23,0.0885
4,23,0.0918
5,23,0.0885
6,23,0.0796
7,23,0.0675
8,23,0.0554
9,23,0.0465
10,23,0.0433
11,23,0.0465
12,23,0.0554
