month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0794
2,1,0.0908
3,1,0.0992
4,1,0.1022
5,1,0.0992
6,1,0.0908
7,1,0.0794
8,1,0.068
9,1,0.0597
10,1,0.0566
11,1,0.0597
12,1,0.068
1,2,0.0783
2,2,0.0897
3,2,0.098
4,2,0.1011
5,2,0.098
6,2,0.0897
7,2,0.0783
8,2,0.0669
9,2,0.0585
10,2,0.0555
11,2,0.0585
12,2,0.0669
1,3,0.0765
2,3,0.0879
3,3,0.0962
4,3,0.0993
5,3,0.0962
6,3,0.0879
7,3,0.0765
8,3,0.0651
9,3,0.0567
10,3,0.0537
11,3,0.0567
12,3,0.0651
1,4,0.0741
2,4,0.0855
3,4,0.0938
4,4,0.0969
5,4,0.0938
6,4,0.0855
7,4,0.0741
8,4,0.0627
9,4,0.0544
10,4,0.0513
11,4,0.0544
12,4,0.0627
1,5,0.0714
2,5,0.0828
3,5,0.0911
4,5,0.0942
5,5,0.0911
6,5,0.0828
7,5,0.0714
8,5,0.06
9,5,0.0516
10,5,0.0486
11,5,0.0516
12,5,0.06
1,6,0.0684
2,6,0.0798
3,6,0.0881
4,6,0.0912
5,6,0.0881
6,6,0.0798
7,6,0.0684
8,6,0.057
9,6,0.0487
10,6,0.0456
11,6,0.0487
12,6,0.057
1,7,0.0654
2,7,0.0768
3,7,0.0852
4,7,0.0882
5,7,0.0852
6,7,0.0768
7,7,0.0654
8,7,0.054
9,7,0.0457
10,7,0.0426
11,7,0.0457
12,7,0.054
1,8,0.0627
2,8,0.0741
3,8,0.0824
4,8,0.0855
5,8,0.0824
6,8,0.0741
7,8,0.0627
8,8,0.0513
9,8,0.043
10,8,0.0399
11,8,0.043
12,8,0.0513
1,9,0.0603
2,9,0.0717
3,9,0.0801
4,9,0.0831
5,9,0.0801
6,9,0.0717
7,9,0.0603
8,9,0.0489
9,9,0.0406
10,9,0.0375
11,9,0.0406
12,9,0.0489
1,10,0.0585
2,10,0.0699
3,10,0.0783
4,10,0.0813
5,10,0.0783
6,10,0.0699
7,10,0.0585
8,10,0.0471
9,10,0.0388
10,10,0.0357
11,10,0.0388
12,10,0.0471
1,11,0.0574
2,11,0.0688
3,11,0.0771
4,11,0.0802
5,11,0.0771
6,11,0.0688
7,11,0.0574
8,11,0.046
9,11,0.0376
10,11,0.0346
11,11,0.0376
12,11,0.046
1,12,0.057
2,12,0.0684
3,12,0.0767
4,12,0.0798
5,12,0.0767
6,12,0.0684
7,12,0.057
8,12,0.0456
9,12,0.0373
10,12,0.0342
11,12,0.0373
12,12,0.0456
1,13,0.0574
2,13,0.0688
3,13,0.0771
4,13,0.0802
5,13,0.0771
6,13,0.0688
7,13,0.0574
8,13,0.046
9,13,0.0376
10,13,0.0346
11,13,0.0376
12,13,0.046
1,14,0.0585
2,14,0.0699
3,14,0.0783
4,14,0.0813
5,14,0.0783
6,14,0.0699
7,14,0.0585
8,14,0.0471
9,14,0.0388
10,14,0.0357
11,14,0.0388
12,14,0.0471
1,15,0.0603
2,15,0.0717
3,15,0.0801
4,15,0.0831
5,15,0.0801
6,15,0.0717
7,15,0.0603
8,15,0.0489
9,15,0.0406
10,15,0.0375
11,15,0.0406
12,15,0.0489
1,16,0.0627
2,16,0.0741
3,16,0.0824
4,16,0.0855
5,16,0.0824
6,16,0.0741
7,16,0.0627
8,16,0.0513
9,16,0.043
10,16,0.0399
11,16,0.043
12,16,0.0513
1,17,0.0654
2,17,0.0768
3,17,0.0852
4,17,0.0882
5,17,0.0852
6,17,0.0768
7,17,0.0654
8,17,0.054
9,17,0.0457
10,17,0.0426
11,17,0.0457
12,17,0.054
1,18,0.0684
2,18,0.0798
3,18,0.0881
4,18,0.0912
5,18,0.0881
6,18,0.0798
7,18,0.0684
8,18,0.057
9,18,0.0487
10,18,0.0456
11,18,0.0487
12,18,0.057
1,19,0.0714
2,19,0.0828
3,19,0.0911
4,19,0.0942
5,19,0.0911
6,19,0.0828
7,19,0.0714
8,19,0.06
9,19,0.0516
10,19,0.0486
11,19,0.0516
12,19,0.06
1,20,0.0741
2,20,0.0855
3,20,0.0938
4,20,0.0969
5,20,0.0938
6,20,0.0855
7,20,0.0741
8,20,0.0627
9,20,0.0544
10,20,0.0513
11,20,0.0544
12,20,0.0627
1,21,0.0765
2,21,0.0879
3,21,0.0962
4,21,0.0993
5,21,0.0962
6,21,0.0879
7,21,0.0765
8,21,0.0651
9,21,0.0567
10,21,0.0537
11,21,0.0567
12,21,0.0651
1,22,0.0783
2,22,0.0897
3,22,0.098
4,22,0.1011
5,22,0.098
6,22,0.0897
7,22,0.0783
8,22,0.0669
9,22,0.0585
10,22,0.0555
11,22,0.0585
12,22,0.0669
1,23,0.0794
2,23,0.0908
3,23,0.0992
4,23,0.1022
5,23,0.0992
6,23,0.0908
7,23,0.0794
8,23,0.068
9,23,0.0597
10,23,0.0566
11,23,0.0597
12,23,0.068
