month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0599
2,1,0.0685
3,1,0.0748
4,1,0.0771
5,1,0.0748
6,1,0.0685
7,1,0.0599
8,1,0.0513
9,1,0.045
10,1,0.0427
11,1,0.045
12,1,0.0513
1,2,0.059
2,2,0.0676
3,2,0.0739
4,2,0.0762
5,2,0.0739
6,2,0.0676
7,2,0.059
8,2,0.0504
9,2,0.0442
10,2,0.0418
11,2,0.0442
12,2,0.0504
1,3,0.0577
2,3,0.0663
3,3,0.0726
4,3,0.0749
5,3,0.0726
6,3,0.0663
7,3,0.0577
8,3,0.0491
9,3,0.0428
10,3,0.0405
11,3,0.0428
12,3,0.0491
1,4,0.0559
2,4,0.0645
3,4,0.0708
4,4,0.0731
5,4,0.0708
6,4,0.0645
7,4,0.0559
8,4,0.0473
9,4,0.041
10,4,0.0387
11,4,0.041
12,4,0.0473
1,5,0.0538
2,5,0.0624
3,5,0.0687
4,5,0.071
5,5,0.0687
6,5,0.0624
7,5,0.0538
8,5,0.0452
9,5,0.0389
10,5,0.0366
11,5,0.0389
12,5,0.0452
1,6,0.0516
2,6,0.0602
3,6,0.0665
4,6,0.0688
5,6,0.0665
6,6,0.0602
7,6,0.0516
8,6,0.043
9,6,0.0367
10,6,0.0344
11,6,0.0367
12,6,0.043
1,7,0.0494
2,7,0.058
3,7,0.0643
4,7,0.0666
5,7,0.0643
6,7,0.058
7,7,0.0494
8,7,0.0408
9,7,0.0345
10,7,0.0322
11,7,0.0345
12,7,0.0408
1,8,0.0473
2,8,0.0559
3,8,0.0622
4,8,0.0645
5,8,0.0622
6,8,0.0559
7,8,0.0473
8,8,0.0387
9,8,0.0324
10,8,0.0301
11,8,0.0324
12,8,0.0387
1,9,0.0455
2,9,0.0541
3,9,0.0604
4,9,0.0627
5,9,0.0604
6,9,0.0541
7,9,0.0455
8,9,0.0369
9,9,0.0306
10,9,0.0283
11,9,0.0306
12,9,0.0369
1,10,0.0442
2,10,0.0528
3,10,0.059
4,10,0.0614
5,10,0.059
6,10,0.0528
7,10,0.0442
8,10,0.0356
9,10,0.0293
10,10,0.027
11,10,0.0293
12,10,0.0356
1,11,0.0433
2,11,0.0519
3,11,0.0582
4,11,0.0605
5,11,0.0582
6,11,0.0519
7,11,0.0433
8,11,0.0347
9,11,0.0284
10,11,0.0261
11,11,0.0284
12,11,0.0347
1,12,0.043
2,12,0.0516
3,12,0.0579
4,12,0.0602
5,12,0.0579
6,12,0.0516
7,12,0.043
8,12,0.0344
9,12,0.0281
10,12,0.0258
11,12,0.0281
12,12,0.0344
1,13,0.0433
2,13,0.0519
3,13,0.0582
4,13,0.0605
5,13,0.0582
6,13,0.0519
7,13,0.0433
8,13,0.0347
9,13,0.0284
10,13,0.0261
11,13,0.0284
12,13,0.0347
1,14,0.0442
2,14,0.0528
3,14,0.059
4,14,0.0614
5,14,0.059
6,14,0.0528
7,14,0.0442
8,14,0.0356
9,14,0.0293
10,14,0.027
11,14,0.0293
12,14,0.0356
1,15,0.0455
2,15,0.0541
3,15,0.0604
4,15,0.0627
5,15,0.0604
6,15,0.0541
7,15,0.0455
8,15,0.0369
9,15,0.0306
10,15,0.0283
11,15,0.0306
12,15,0.0369
1,16,0.0473
2,16,0.0559
3,16,0.0622
4,16,0.0645
5,16,0.0622
6,16,0.0559
7,16,0.0473
8,16,0.0387
9,16,0.0324
10,16,0.0301
11,16,0.0324
12,16,0.0387
1,17,0.0494
2,17,0.058
3,17,0.0643
4,17,0.0666
5,17,0.0643
6,17,0.058
7,17,0.0494
8,17,0.0408
9,17,0.0345
10,17,0.0322
11,17,0.0345
12,17,0.0408
1,18,0.0516
2,18,0.0602
3,18,0.0665
4,18,0.0688
5,18,0.0665
6,18,0.0602
7,18,0.0516
8,18,0.043
9,18,0.0367
10,18,0.0344
11,18,0.0367
12,18,0.043
1,19,0.0538
2,19,0.0624
3,19,0.0687
4,19,0.071
5,19,0.0687
6,19,0.0624
7,19,0.0538
8,19,0.0452
9,19,0.0389
10,19,0.0366
11,19,0.0389
12,19,0.0452
1,20,0.0559
2,20,0.0645
3,20,0.0708
4,20,0.0731
5,20,0.0708
6,20,0.0645
7,20,0.0559
8,20,0.0473
9,20,0.041
10,20,0.0387
11,20,0.041
12,20,0.0473
1,21,0.0577
2,21,0.0663
3,21,0.0726
4,21,0.0749
5,21,0.0726
6,21,0.0663
7,21,0.0577
8,21,0.0491
9,21,0.0428
10,21,0.0405
11,21,0.0428
12,21,0.0491
1,22,0.059
2,22,0.0676
3,22,0.0739
4,22,0.0762
5,22,0.0739
6,22,0.0676
7,22,0.059
8,22,0.0504
9,22,0.0442
10,22,0.0418
11,22,0.0442
12,22,0.0504
1,23,0.0599
2,23,0.0685
3,23,0.0748
4,23,0.0771
5,23,0.0748
6,23,0.0685
7,23,0.0599
8,23,0.0513
9,23,0.045
10,23,0.0427
11,23,0.045
12,23,0.0513
