month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0655
2,1,0.0749
3,1,0.0818
4,1,0.0843
5,1,0.0818
6,1,0.0749
7,1,0.0655
8,1,0.0561
9,1,0.0492
10,1,0.0467
11,1,0.0492
12,1,0.0561
1,2,0.0645
2,2,0.0739
3,2,0.0808
4,2,0.0833
5,2,0.0808
6,2,0.0739
7,2,0.0645
8,2,0.0551
9,2,0.0483
10,2,0.0457
11,2,0.0483
12,2,0.0551
1,3,0.063
2,3,0.0724
3,3,0.0793
4,3,0.0818
5,3,0.0793
6,3,0.0724
7,3,0.063
8,3,0.0536
9,3,0.0468
10,3,0.0442
11,3,0.0468
12,3,0.0536
1,4,0.0611
2,4,0.0705
3,4,0.0774
4,4,0.0799
5,4,0.0774
6,4,0.0705
7,4,0.0611
8,4,0.0517
9,4,0.0448
10,4,0.0423
11,4,0.0448
12,4,0.0517
1,5,0.0588
2,5,0.0682
3,5,0.0751
4,5,0.0776
5,5,0.0751
6,5,0.0682
7,5,0.0588
8,5,0.0494
9,5,0.0426
10,5,0.04
11,5,0.0426
12,5,0.0494
1,6,0.0564
2,6,0.0658
3,6,0.0727
4,6,0.0752
5,6,0.0727
6,6,0.0658
7,6,0.0564
8,6,0.047
9,6,0.0401
10,6,0.0376
11,6,0.0401
12,6,0.047
1,7,0.054
2,7,0.0634
3,7,0.0702
4,7,0.0728
5,7,0.0702
6,7,0.0634
7,7,0.054
8,7,0.0446
9,7,0.0377
10,7,0.0352
11,7,0.0377
12,7,0.0446
1,8,0.0517
2,8,0.0611
3,8,0.068
4,8,0.0705
5,8,0.068
6,8,0.0611
7,8,0.0517
8,8,0.0423
9,8,0.0354
10,8,0.0329
11,8,0.0354
12,8,0.0423
1,9,0.0498
2,9,0.0592
3,9,0.066
4,9,0.0686
5,9,0.066
6,9,0.0592
7,9,0.0498
8,9,0.0404
9,9,0.0335
10,9,0.031
11,9,0.0335
12,9,0.0404
1,10,0.0483
2,10,0.0577
3,10,0.0645
4,10,0.0671
5,10,0.0645
6,10,0.0577
7,10,0.0483
8,10,0.0389
9,10,0.032
10,10,0.0295
11,10,0.032
12,10,0.0389
1,11,0.0473
2,11,0.0567
3,11,0.0636
4,11,0.0661
5,11,0.0636
6,11,0.0567
7,11,0.0473
8,11,0.0379
9,11,0.031
10,11,0.0285
11,11,0.031
12,11,0.0379
1,12,0.047
2,12,0.0564
3,12,0.0633
4,12,0.0658
5,12,0.0633
6,12,0.0564
7,12,0.047
8,12,0.0376
9,12,0.0307
10,12,0.0282
11,12,0.0307
12,12,0.0376
1,13,0.0473
2,13,0.0567
3,13,0.0636
4,13,0.0661
5,13,0.0636
6,13,0.0567
7,13,0.0473
8,13,0.0379
9,13,0.031
10,13,0.0285
11,13,0.031
12,13,0.0379
1,14,0.0483
2,14,0.0577
3,14,0.0645
4,14,0.0671
5,14,0.0645
6,14,0.0577
7,14,0.0483
8,14,0.0389
9,14,0.032
10,14,0.0295
11,14,0.032
12,14,0.0389
1,15,0.0498
2,15,0.0592
3,15,0.066
4,15,0.0686
5,15,0.066
6,15,0.0592
7,15,0.0498
8,15,0.0404
9,15,0.0335
10,15,0.031
11,15,0.0335
12,15,0.0404
1,16,0.0517
2,16,0.0611
3,16,0.068
4,16,0.0705
5,16,0.068
6,16,0.0611
7,16,0.0517
8,16,0.0423
9,16,0.0354
10,16,0.0329
11,16,0.0354
12,16,0.0423
1,17,0.054
2,17,0.0634
3,17,0.0702
4,17,0.0728
5,17,0.0702
6,17,0.0634
7,17,0.054
8,17,0.0446
9,17,0.0377
10,17,0.0352
11,17,0.0377
12,17,0.0446
1,18,0.0564
2,18,0.0658
3,18,0.0727
4,18,0.0752
5,18,0.0727
6,18,0.0658
7,18,0.0564
8,18,0.047
9,18,0.0401
10,18,0.0376
11,18,0.0401
12,18,0.047
1,19,0.0588
2,19,0.0682
3,19,0.0751
4,19,0.0776
5,19,0.0751
6,19,0.0682
7,19,0.0588
8,19,0.0494
9,19,0.0426
10,19,0.04
11,19,0.0426
12,19,0.0494
1,20,0.0611
2,20,0.0705
3,20,0.0774
4,20,0.0799
5,20,0.0774
6,20,0.0705
7,20,0.0611
8,20,0.0517
9,20,0.0448
10,20,0.0423
11,20,0.0448
12,20,0.0517
1,21,0.063
2,21,0.0724
3,21,0.0793
4,21,0.0818
5,21,0.0793
6,21,0.0724
7,21,0.063
8,21,0.0536
9,21,0.0468
10,21,0.0442
11,21,0.0468
12,21,0.0536
1,22,0.0645
2,22,0.0739
3,22,0.0808
4,22,0.0833
5,22,0.0808
6,22,0.0739
7,22,0.0645
8,22,0.0551
9,22,0.0483
10,22,0.0457
11,22,0.0483
12,22,0.0551
1,23,0.0655
2,23,0.0749
3,23,0.0818
4,23,0.0843
5,23,0.0818
6,23,0.0749
7,23,0.0655
8,23,0.0561
9,23,0.0492
10,23,0.0467
11,23,0.0492
12,23,0.0561
