month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0808
2,1,0.0924
3,1,0.1009
4,1,0.104
5,1,0.1009
6,1,0.0924
7,1,0.0808
8,1,0.0692
9,1,0.0607
10,1,0.0576
11,1,0.0607
12,1,0.0692
1,2,0.0796
2,2,0.0912
3,2,0.0997
4,2,0.1028
5,2,0.0997
6,2,0.0912
7,2,0.0796
8,2,0.068
9,2,0.0596
10,2,0.0564
11,2,0.0596
12,2,0.068
1,3,0.0778
2,3,0.0894
3,3,0.0979
4,3,0.101
5,3,0.0979
6,3,0.0894
7,3,0.0778
8,3,0.0662
9,3,0.0577
10,3,0.0546
11,3,0.0577
12,3,0.0662
1,4,0.0754
2,4,0.087
3,4,0.0955
4,4,0.0986
5,4,0.0955
6,4,0.087
7,4,0.0754
8,4,0.0638
9,4,0.0553
10,4,0.0522
11,4,0.0553
12,4,0.0638
1,5,0.0726
2,5,0.0842
3,5,0.0927
4,5,0.0958
5,5,0.0927
6,5,0.0842
7,5,0.0726
8,5,0.061
9,5,0.0525
10,5,0.0494
11,5,0.0525
12,5,0.061
1,6,0.0696
2,6,0.0812
3,6,0.0897
4,6,0.0928
5,6,0.0897
6,6,0.0812
7,6,0.0696
8,6,0.058
9,6,0.0495
10,6,0.0464
11,6,0.0495
12,6,0.058
1,7,0.0666
2,7,0.0782
3,7,0.0867
4,7,0.0898
5,7,0.0867
6,7,0.0782
7,7,0.0666
8,7,0.055
9,7,0.0465
10,7,0.0434
11,7,0.0465
12,7,0.055
1,8,0.0638
2,8,0.0754
3,8,0.0839
4,8,0.087
5,8,0.0839
6,8,0.0754
7,8,0.0638
8,8,0.0522
9,8,0.0437
10,8,0.0406
11,8,0.0437
12,8,0.0522
1,9,0.0614
2,9,0.073
3,9,0.0815
4,9,0.0846
5,9,0.0815
6,9,0.073
7,9,0.0614
8,9,0.0498
9,9,0.0413
10,9,0.0382
11,9,0.0413
12,9,0.0498
1,10,0.0596
2,10,0.0712
3,10,0.0796
4,10,0.0828
5,10,0.0796
6,10,0.0712
7,10,0.0596
8,10,0.048
9,10,0.0395
10,10,0.0364
11,10,0.0395
12,10,0.048
1,11,0.0584
2,11,0.07
3,11,0.0785
4,11,0.0816
5,11,0.0785
6,11,0.07
7,11,0.0584
8,11,0.0468
9,11,0.0383
10,11,0.0352
11,11,0.0383
12,11,0.0468
1,12,0.058
2,12,0.0696
3,12,0.0781
4,12,0.0812
5,12,0.0781
6,12,0.0696
7,12,0.058
8,12,0.0464
9,12,0.0379
10,12,0.0348
11,12,0.0379
12,12,0.0464
1,13,0.0584
2,13,0.07
3,13,0.0785
4,13,0.0816
5,13,0.0785
6,13,0.07
7,13,0.0584
8,13,0.0468
9,13,0.0383
10,13,0.0352
11,13,0.0383
12,13,0.0468
1,14,0.0596
2,14,0.0712
3,14,0.0796
4,14,0.0828
5,14,0.0796
6,14,0.0712
7,14,0.0596
8,14,0.048
9,14,0.0395
10,14,0.0364
11,14,0.0395
12,14,0.048
1,15,0.0614
2,15,0.073
3,15,0.0815
4,15,0.0846
5,15,0.0815
6,15,0.073
7,15,0.0614
8,15,0.0498
9,15,0.0413
10,15,0.0382
11,15,0.0413
12,15,0.0498
1,16,0.0638
2,16,0.0754
3,16,0.0839
4,16,0.087
5,16,0.0839
6,16,0.0754
7,16,0.0638
8,16,0.0522
9,16,0.0437
10,16,0.0406
11,16,0.0437
12,16,0.0522
1,17,0.0666
2,17,0.0782
3,17,0.0867
4,17,0.0898
5,17,0.0867
6,17,0.0782
7,17,0.0666
8,17,0.055
9,17,0.0465
10,17,0.0434
11,17,0.0465
12,17,0.055
1,18,0.0696
2,18,0.0812
3,18,0.0897
4,18,0.0928
5,18,0.0897
6,18,0.0812
7,18,0.0696
8,18,0.058
9,18,0.0495
10,18,0.0464
11,18,0.0495
12,18,0.058
1,19,0.0726
2,19,0.0842
3,19,0.0927
4,19,0.0958
5,19,0.0927
6,19,0.0842
7,19,0.0726
8,19,0.061
9,19,0.0525
10,19,0.0494
11,19,0.0525
12,19,0.061
1,20,0.0754
2,20,0.087
3,20,0.0955
4,20,0.0986
5,20,0.0955
6,20,0.087
7,20,0.0754
8,20,0.0638
9,20,0.0553
10,20,0.0522
11,20,0.0553
12,20,0.0638
1,21,0.0778
2,21,0.0894
3,21,0.0979
4,21,0.101
5,21,0.0979
6,21,0.0894
7,21,0.0778
8,21,0.0662
9,21,0.0577
10,21,0.0546
11,21,0.0577
12,21,0.0662
1,22,0.0796
2,22,0.0912
3,22,0.0997
4,22,0.1028
5,22,0.0997
6,22,0.0912
7,22,0.0796
8,22,0.068
9,22,0.0596
10,22,0.0564
11,22,0.0596
12,22,0.068
1,23,0.0808
2,23,0.0924
3,23,0.1009
4,23,0.104
5,23,0.1009
6,23,0.0924
7,23,0.0808
8,23,0.0692
9,23,0.0607
10,23,0.0576
11,23,0.0607
12,23,0.0692
