month,hour,rate
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
1,1,0.0766
2,1,0.0876
3,1,0.0957
4,1,0.0986
5,1,0.0957
6,1,0.0876
7,1,0.0766
8,1,0.0656
9,1,0.0576
10,1,0.0546
11,1,0.0576
12,1,0.0656
1,2,0.0755
2,2,0.0865
3,2,0.0946
4,2,0.0975
5,2,0.0946
6,2,0.0865
7,2,0.0755
8,2,0.0645
9,2,0.0565
10,2,0.0535
11,2,0.0565
12,2,0.0645
1,3,0.0738
2,3,0.0848
3,3,0.0928
4,3,0.0958
5,3,0.0928
6,3,0.0848
7,3,0.0738
8,3,0.0628
9,3,0.0547
10,3,0.0518
11,3,0.0547
12,3,0.0628
1,4,0.0715
2,4,0.0825
3,4,0.0906
4,4,0.0935
5,4,0.0906
6,4,0.0825
7,4,0.0715
8,4,0.0605
9,4,0.0524
10,4,0.0495
11,4,0.0524
12,4,0.0605
1,5,0.0688
2,5,0.0798
3,5,0.0879
4,5,0.0908
5,5,0.0879
6,5,0.0798
7,5,0.0688
8,5,0.0578
9,5,0.0498
10,5,0.0468
11,5,0.0498
12,5,0.0578
1,6,0.066
2,6,0.077
3,6,0.0851
4,6,0.088
5,6,0.0851
6,6,0.077
7,6,0.066
8,6,0.055
9,6,0.0469
10,6,0.044
11,6,0.0469
12,6,0.055
1,7,0.0632
2,7,0.0742
3,7,0.0822
4,7,0.0852
5,7,0.0822
6,7,0.0742
7,7,0.0632
8,7,0.0522
9,7,0.0441
10,7,0.0412
11,7,0.0441
12,7,0.0522
1,8,0.0605
2,8,0.0715
3,8,0.0796
4,8,0.0825
5,8,0.0796
6,8,0.0715
7,8,0.0605
8,8,0.0495
9,8,0.0414
10,8,0.0385
11,8,0.0414
12,8,0.0495
1,9,0.0582
2,9,0.0692
3,9,0.0773
4,9,0.0802
5,9,0.0773
6,9,0.0692
7,9,0.0582
8,9,0.0472
9,9,0.0392
10,9,0.0362
11,9,0.0392
12,9,0.0472
1,10,0.0565
2,10,0.0675
3,10,0.0755
4,10,0.0785
5,10,0.0755
6,10,0.0675
7,10,0.0565
8,10,0.0455
9,10,0.0374
10,10,0.0345
11,10,0.0374
12,10,0.0455
1,11,0.0554
2,11,0.0664
3,11,0.0744
4,11,0.0774
5,11,0.0744
6,11,0.0664
7,11,0.0554
8,11,0.0444
9,11,0.0363
10,11,0.0334
11,11,0.0363
12,11,0.0444
1,12,0.055
2,12,0.066
3,12,0.0741
4,12,0.077
5,12,0.0741
6,12,0.066
7,12,0.055
8,12,0.044
9,12,0.0359
10,12,0.033
11,12,0.0359
12,12,0.044
1,13,0.0554
2,13,0.0664
3,13,0.0744
4,13,0.0774
5,13,0.0744
6,13,0.0664
7,13,0.0554
8,13,0.0444
9,13,0.0363
10,13,0.0334
11,13,0.0363
12,13,0.0444
1,14,0.0565
2,14,0.0675
3,14,0.0755
4,14,0.0785
5,14,0.0755
6,14,0.0675
7,14,0.0565
8,14,0.0455
9,14,0.0374
10,14,0.0345
11,14,0.0374
12,14,0.0455
1,15,0.0582
2,15,0.0692
3,15,0.0773
4,15,0.0802
5,15,0.0773
6,15,0.0692
7,15,0.0582
8,15,0.0472
9,15,0.0392
10,15,0.0362
11,15,0.0392
12,15,0.0472
1,16,0.0605
2,16,0.0715
3,16,0.0796
4,16,0.0825
5,16,0.0796
6,16,0.0715
7,16,0.0605
8,16,0.0495
9,16,0.0414
10,16,0.0385
11,16,0.0414
12,16,0.0495
1,17,0.0632
2,17,0.0742
3,17,0.0822
4,17,0.0852
5,17,0.0822
6,17,0.0742
7,17,0.0632
8,17,0.0522
9,17,0.0441
10,17,0.0412
11,17,0.0441
12,17,0.0522
1,18,0.066
2,18,0.077
3,18,0.0851
4,18,0.088
5,18,0.0851
6,18,0.077
7,18,0.066
8,18,0.055
9,18,0.0469
10,18,0.044
11,18,0.0469
12,18,0.055
1,19,0.0688
2,19,0.0798
3,19,0.0879
4,19,0.0908
5,19,0.0879
6,19,0.0798
7,19,0.0688
8,19,0.0578
9,19,0.0498
10,19,0.0468
11,19,0.0498
12,19,0.0578
1,20,0.0715
2,20,0.0825
3,20,0.0906
4,20,0.0935
5,20,0.0906
6,20,0.0825
7,20,0.0715
8,20,0.0605
9,20,0.0524
10,20,0.0495
11,20,0.0524
12,20,0.0605
1,21,0.0738
2,21,0.0848
3,21,0.0928
4,21,0.0958
5,21,0.0928
6,21,0.0848
7,21,0.0738
8,21,0.0628
9,21,0.0547
10,21,0.0518
11,21,0.0547
12,21,0.0628
1,22,0.0755
2,22,0.0865
3,22,0.0946
4,22,0.0975
5,22,0.0946
6,22,0.0865
7,22,0.0755
8,22,0.0645
9,22,0.0565
10,22,0.0535
11,22,0.0565
12,22,0.0645
1,23,0.0766
2,23,0.0876
3,23,0.0957
4,23,0.0986
5,23,0.0957
6,23,0.0876
7,23,0.0766
8,23,0.0656
9,23,0.0576
10,23,0.0546
11,23,0.0576
12,23,0.0656
