Month/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Jan,0.0752,0.0742,0.0724,0.0702,0.0676,0.0648,0.062,0.0594,0.0572,0.0554,0.0544,0.054,0.0544,0.0554,0.0572,0.0594,0.062,0.0648,0.0676,0.0702,0.0724,0.0742,0.0752,0.0756
Feb,0.086,0.085,0.0832,0.081,0.0784,0.0756,0.0728,0.0702,0.068,0.0662,0.0652,0.0648,0.0652,0.0662,0.068,0.0702,0.0728,0.0756,0.0784,0.081,0.0832,0.085,0.086,0.0864
Mar,0.0939,0.0929,0.0911,0.0889,0.0863,0.0835,0.0807,0.0781,0.0759,0.0742,0.0731,0.0727,0.0731,0.0742,0.0759,0.0781,0.0807,0.0835,0.0863,0.0889,0.0911,0.0929,0.0939,0.0943
Apr,0.0968,0.0958,0.094,0.0918,0.0892,0.0864,0.0836,0.081,0.0788,0.077,0.076,0.0756,0.076,0.077,0.0788,0.081,0.0836,0.0864,0.0892,0.0918,0.094,0.0958,0.0968,0.0972
May,0.0939,0.0929,0.0911,0.0889,0.0863,0.0835,0.0807,0.0781,0.0759,0.0742,0.0731,0.0727,0.0731,0.0742,0.0759,0.0781,0.0807,0.0835,0.0863,0.0889,0.0911,0.0929,0.0939,0.0943
Jun,0.086,0.085,0.0832,0.081,0.0784,0.0756,0.0728,0.0702,0.068,0.0662,0.0652,0.0648,0.0652,0.0662,0.068,0.0702,0.0728,0.0756,0.0784,0.081,0.0832,0.085,0.086,0.0864
Jul,0.0752,0.0742,0.0724,0.0702,0.0676,0.0648,0.062,0.0594,0.0572,0.0554,0.0544,0.054,0.0544,0.0554,0.0572,0.0594,0.062,0.0648,0.0676,0.0702,0.0724,0.0742,0.0752,0.0756
Aug,0.0644,0.0634,0.0616,0.0594,0.0568,0.054,0.0512,0.0486,0.0464,0.0446,0.0436,0.0432,0.0436,0.0446,0.0464,0.0486,0.0512,0.054,0.0568,0.0594,0.0616,0.0634,0.0644,0.0648
Sep,0.0565,0.0554,0.0537,0.0515,0.0489,0.0461,0.0433,0.0407,0.0385,0.0367,0.0357,0.0353,0.0357,0.0367,0.0385,0.0407,0.0433,0.0461,0.0489,0.0515,0.0537,0.0554,0.0565,0.0569
Oct,0.0536,0.0526,0.0508,0.0486,0.046,0.0432,0.0404,0.0378,0.0356,0.0338,0.0328,0.0324,0.0328,0.0338,0.0356,0.0378,0.0404,0.0432,0.046,0.0486,0.0508,0.0526,0.0536,0.054
Nov,0.0565,0.0554,0.0537,0.0515,0.0489,0.0461,0.0433,0.0407,0.0385,0.0367,0.0357,0.0353,0.0357,0.0367,0.0385,0.0407,0.0433,0.0461,0.0489,0.0515,0.0537,0.0554,0.0565,0.0569
Dec,0.0644,0.0634,0.0616,0.0594,0.0568,0.054,0.0512,0.0486,0.0464,0.0446,0.0436,0.0432,0.0436,0.0446,0.0464,0.0486,0.0512,0.054,0.0568,0.0594,0.0616,0.0634,0.0644,0.0648
