Month/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Jan,0.0697,0.0687,0.0671,0.065,0.0626,0.06,0.0574,0.055,0.0529,0.0513,0.0503,0.05,0.0503,0.0513,0.0529,0.055,0.0574,0.06,0.0626,0.065,0.0671,0.0687,0.0697,0.07
Feb,0.0797,0.0787,0.0771,0.075,0.0726,0.07,0.0674,0.065,0.0629,0.0613,0.0603,0.06,0.0603,0.0613,0.0629,0.065,0.0674,0.07,0.0726,0.075,0.0771,0.0787,0.0797,0.08
Mar,0.087,0.086,0.0844,0.0823,0.0799,0.0773,0.0747,0.0723,0.0702,0.0687,0.0677,0.0673,0.0677,0.0687,0.0702,0.0723,0.0747,0.0773,0.0799,0.0823,0.0844,0.086,0.087,0.0873
Apr,0.0897,0.0887,0.0871,0.085,0.0826,0.08,0.0774,0.075,0.0729,0.0713,0.0703,0.07,0.0703,0.0713,0.0729,0.075,0.0774,0.08,0.0826,0.085,0.0871,0.0887,0.0897,0.09
May,0.087,0.086,0.0844,0.0823,0.0799,0.0773,0.0747,0.0723,0.0702,0.0687,0.0677,0.0673,0.0677,0.0687,0.0702,0.0723,0.0747,0.0773,0.0799,0.0823,0.0844,0.086,0.087,0.0873
Jun,0.0797,0.0787,0.0771,0.075,0.0726,0.07,0.0674,0.065,0.0629,0.0613,0.0603,0.06,0.0603,0.0613,0.0629,0.065,0.0674,0.07,0.0726,0.075,0.0771,0.0787,0.0797,0.08
Jul,0.0697,0.0687,0.0671,0.065,0.0626,0.06,0.0574,0.055,0.0529,0.0513,0.0503,0.05,0.0503,0.0513,0.0529,0.055,0.0574,0.06,0.0626,0.065,0.0671,0.0687,0.0697,0.07
Aug,0.0597,0.0587,0.0571,0.055,0.0526,0.05,0.0474,0.045,0.0429,0.0413,0.0403,0.04,0.0403,0.0413,0.0429,0.045,0.0474,0.05,0.0526,0.055,0.0571,0.0587,0.0597,0.06
Sep,0.0523,0.0513,0.0498,0.0477,0.0453,0.0427,0.0401,0.0377,0.0356,0.034,0.033,0.0327,0.033,0.034,0.0356,0.0377,0.0401,0.0427,0.0453,0.0477,0.0498,0.0513,0.0523,0.0527
Oct,0.0497,0.0487,0.0471,0.045,0.0426,0.04,0.0374,0.035,0.0329,0.0313,0.0303,0.03,0.0303,0.0313,0.0329,0.035,0.0374,0.04,0.0426,0.045,0.0471,0.0487,0.0497,0.05
Nov,0.0523,0.0513,0.0498,0.0477,0.0453,0.0427,0.0401,0.0377,0.0356,0.034,0.033,0.0327,0.033,0.034,0.0356,0.0377,0.0401,0.0427,0.0453,0.0477,0.0498,0.0513,0.0523,0.0527
Dec,0.0597,0.0587,0.0571,0.055,0.0526,0.05,0.0474,0.045,0.0429,0.0413,0.0403,0.04,0.0403,0.0413,0.0429,0.045,0.0474,0.05,0.0526,0.055,0.0571,0.0587,0.0597,0.06
