Month/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Jan,0.0724,0.0714,0.0698,0.0676,0.0651,0.0624,0.0597,0.0572,0.055,0.0534,0.0524,0.052,0.0524,0.0534,0.055,0.0572,0.0597,0.0624,0.0651,0.0676,0.0698,0.0714,0.0724,0.0728
Feb,0.0828,0.0818,0.0802,0.078,0.0755,0.0728,0.0701,0.0676,0.0654,0.0638,0.0628,0.0624,0.0628,0.0638,0.0654,0.0676,0.0701,0.0728,0.0755,0.078,0.0802,0.0818,0.0828,0.0832
Mar,0.0905,0.0894,0.0878,0.0856,0.0831,0.0804,0.0777,0.0752,0.0731,0.0714,0.0704,0.07,0.0704,0.0714,0.0731,0.0752,0.0777,0.0804,0.0831,0.0856,0.0878,0.0894,0.0905,0.0908
Apr,0.0932,0.0922,0.0906,0.0884,0.0859,0.0832,0.0805,0.078,0.0758,0.0742,0.0732,0.0728,0.0732,0.0742,0.0758,0.078,0.0805,0.0832,0.0859,0.0884,0.0906,0.0922,0.0932,0.0936
May,0.0905,0.0894,0.0878,0.0856,0.0831,0.0804,0.0777,0.0752,0.0731,0.0714,0.0704,0.07,0.0704,0.0714,0.0731,0.0752,0.0777,0.0804,0.0831,0.0856,0.0878,0.0894,0.0905,0.0908
Jun,0.0828,0.0818,0.0802,0.078,0.0755,0.0728,0.0701,0.0676,0.0654,0.0638,0.0628,0.0624,0.0628,0.0638,0.0654,0.0676,0.0701,0.0728,0.0755,0.078,0.0802,0.0818,0.0828,0.0832
Jul,0.0724,0.0714,0.0698,0.0676,0.0651,0.0624,0.0597,0.0572,0.055,0.0534,0.0524,0.052,0.0524,0.0534,0.055,0.0572,0.0597,0.0624,0.0651,0.0676,0.0698,0.0714,0.0724,0.0728
Aug,0.062,0.061,0.0594,0.0572,0.0547,0.052,0.0493,0.0468,0.0446,0.043,0.042,0.0416,0.042,0.043,0.0446,0.0468,0.0493,0.052,0.0547,0.0572,0.0594,0.061,0.062,0.0624
Sep,0.0544,0.0534,0.0517,0.0496,0.0471,0.0444,0.0417,0.0392,0.037,0.0354,0.0343,0.034,0.0343,0.0354,0.037,0.0392,0.0417,0.0444,0.0471,0.0496,0.0517,0.0534,0.0544,0.0548
Oct,0.0516,0.0506,0.049,0.0468,0.0443,0.0416,0.0389,0.0364,0.0342,0.0326,0.0316,0.0312,0.0316,0.0326,0.0342,0.0364,0.0389,0.0416,0.0443,0.0468,0.049,0.0506,0.0516,0.052
Nov,0.0544,0.0534,0.0517,0.0496,0.0471,0.0444,0.0417,0.0392,0.037,0.0354,0.0343,0.034,0.0343,0.0354,0.037,0.0392,0.0417,0.0444,0.0471,0.0496,0.0517,0.0534,0.0544,0.0548
Dec,0.062,0.061,0.0594,0.0572,0.0547,0.052,0.0493,0.0468,0.0446,0.043,0.042,0.0416,0.042,0.043,0.0446,0.0468,0.0493,0.052,0.0547,0.0572,0.0594,0.061,0.062,0.0624
