Month/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Jan,0.0711,0.07,0.0684,0.0663,0.0638,0.0612,0.0586,0.0561,0.054,0.0524,0.0513,0.051,0.0513,0.0524,0.054,0.0561,0.0586,0.0612,0.0638,0.0663,0.0684,0.07,0.0711,0.0714
Feb,0.0813,0.0802,0.0786,0.0765,0.074,0.0714,0.0688,0.0663,0.0642,0.0626,0.0615,0.0612,0.0615,0.0626,0.0642,0.0663,0.0688,0.0714,0.074,0.0765,0.0786,0.0802,0.0813,0.0816
Mar,0.0887,0.0877,0.0861,0.084,0.0815,0.0789,0.0762,0.0738,0.0717,0.07,0.069,0.0687,0.069,0.07,0.0717,0.0738,0.0762,0.0789,0.0815,0.084,0.0861,0.0877,0.0887,0.0891
Apr,0.0915,0.0904,0.0888,0.0867,0.0842,0.0816,0.079,0.0765,0.0744,0.0728,0.0717,0.0714,0.0717,0.0728,0.0744,0.0765,0.079,0.0816,0.0842,0.0867,0.0888,0.0904,0.0915,0.0918
May,0.0887,0.0877,0.0861,0.084,0.0815,0.0789,0.0762,0.0738,0.0717,0.07,0.069,0.0687,0.069,0.07,0.0717,0.0738,0.0762,0.0789,0.0815,0.084,0.0861,0.0877,0.0887,0.0891
Jun,0.0813,0.0802,0.0786,0.0765,0.074,0.0714,0.0688,0.0663,0.0642,0.0626,0.0615,0.0612,0.0615,0.0626,0.0642,0.0663,0.0688,0.0714,0.074,0.0765,0.0786,0.0802,0.0813,0.0816
Jul,0.0711,0.07,0.0684,0.0663,0.0638,0.0612,0.0586,0.0561,0.054,0.0524,0.0513,0.051,0.0513,0.0524,0.054,0.0561,0.0586,0.0612,0.0638,0.0663,0.0684,0.07,0.0711,0.0714
Aug,0.0609,0.0598,0.0582,0.0561,0.0536,0.051,0.0484,0.0459,0.0438,0.0422,0.0411,0.0408,0.0411,0.0422,0.0438,0.0459,0.0484,0.051,0.0536,0.0561,0.0582,0.0598,0.0609,0.0612
Sep,0.0534,0.0524,0.0507,0.0486,0.0462,0.0435,0.0409,0.0384,0.0363,0.0347,0.0337,0.0333,0.0337,0.0347,0.0363,0.0384,0.0409,0.0435,0.0462,0.0486,0.0507,0.0524,0.0534,0.0537
Oct,0.0507,0.0496,0.048,0.0459,0.0434,0.0408,0.0382,0.0357,0.0336,0.032,0.0309,0.0306,0.0309,0.032,0.0336,0.0357,0.0382,0.0408,0.0434,0.0459,0.048,0.0496,0.0507,0.051
Nov,0.0534,0.0524,0.0507,0.0486,0.0462,0.0435,0.0409,0.0384,0.0363,0.0347,0.0337,0.0333,0.0337,0.0347,0.0363,0.0384,0.0409,0.0435,0.0462,0.0486,0.0507,0.0524,0.0534,0.0537
Dec,0.0609,0.0598,0.0582,0.0561,0.0536,0.051,0.0484,0.0459,0.0438,0.0422,0.0411,0.0408,0.0411,0.0422,0.0438,0.0459,0.0484,0.051,0.0536,0.0561,0.0582,0.0598,0.0609,0.0612
