Month/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Jan,0.0794,0.0783,0.0765,0.0741,0.0714,0.0684,0.0654,0.0627,0.0603,0.0585,0.0574,0.057,0.0574,0.0585,0.0603,0.0627,0.0654,0.0684,0.0714,0.0741,0.0765,0.0783,0.0794,0.0798
Feb,0.0908,0.0897,0.0879,0.0855,0.0828,0.0798,0.0768,0.0741,0.0717,0.0699,0.0688,0.0684,0.0688,0.0699,0.0717,0.0741,0.0768,0.0798,0.0828,0.0855,0.0879,0.0897,0.0908,0.0912
Mar,0.0992,0.098,0.0962,0.0938,0.0911,0.0881,0.0852,0.0824,0.0801,0.0783,0.0771,0.0767,0.0771,0.0783,0.0801,0.0824,0.0852,0.0881,0.0911,0.0938,0.0962,0.098,0.0992,0.0995
Apr,0.1022,0.1011,0.0993,0.0969,0.0942,0.0912,0.0882,0.0855,0.0831,0.0813,0.0802,0.0798,0.0802,0.0813,0.0831,0.0855,0.0882,0.0912,0.0942,0.0969,0.0993,0.1011,0.1022,0.1026
May,0.0992,0.098,0.0962,0.0938,0.0911,0.0881,0.0852,0.0824,0.0801,0.0783,0.0771,0.0767,0.0771,0.0783,0.0801,0.0824,0.0852,0.0881,0.0911,0.0938,0.0962,0.098,0.0992,0.0995
Jun,0.0908,0.0897,0.0879,0.0855,0.0828,0.0798,0.0768,0.0741,0.0717,0.0699,0.0688,0.0684,0.0688,0.0699,0.0717,0.0741,0.0768,0.0798,0.0828,0.0855,0.0879,0.0897,0.0908,0.0912
Jul,0.0794,0.0783,0.0765,0.0741,0.0714,0.0684,0.0654,0.0627,0.0603,0.0585,0.0574,0.057,0.0574,0.0585,0.0603,0.0627,0.0654,0.0684,0.0714,0.0741,0.0765,0.0783,0.0794,0.0798
Aug,0.068,0.0669,0.0651,0.0627,0.06,0.057,0.054,0.0513,0.0489,0.0471,0.046,0.0456,0.046,0.0471,0.0489,0.0513,0.054,0.057,0.06,0.0627,0.0651,0.0669,0.068,0.0684
Sep,0.0597,0.0585,0.0567,0.0544,0.0516,0.0487,0.0457,0.043,0.0406,0.0388,0.0376,0.0373,0.0376,0.0388,0.0406,0.043,0.0457,0.0487,0.0516,0.0544,0.0567,0.0585,0.0597,0.0601
Oct,0.0566,0.0555,0.0537,0.0513,0.0486,0.0456,0.0426,0.0399,0.0375,0.0357,0.0346,0.0342,0.0346,0.0357,0.0375,0.0399,0.0426,0.0456,0.0486,0.0513,0.0537,0.0555,0.0566,0.057
Nov,0.0597,0.0585,0.0567,0.0544,0.0516,0.0487,0.0457,0.043,0.0406,0.0388,0.0376,0.0373,0.0376,0.0388,0.0406,0.043,0.0457,0.0487,0.0516,0.0544,0.0567,0.0585,0.0597,0.0601
Dec,0.068,0.0669,0.0651,0.0627,0.06,0.057,0.054,0.0513,0.0489,0.0471,0.046,0.0456,0.046,0.0471,0.0489,0.0513,0.054,0.057,0.06,0.0627,0.0651,0.0669,0.068,0.0684
